giorno,categoria,cod_stazione,corse_osservate,effettuate,cancellate,soppresse,parzialmente_cancellate,info_mancante,in_orario,in_ritardo,in_anticipo,oltre_5,oltre_10,oltre_15,oltre_30,oltre_60,minuti_ritardo_tot,minuti_anticipo_tot,minuti_netti_tot,ritardo_medio,ritardo_mediano,p90,p95,ruolo,nome_stazione
2025-09-30,IC,S06421,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,-6,-6.0,-6.0,-6.0,-6.0,partenza,FIRENZE SANTA MARIA NOVELLA
2025-09-30,IC,S07226,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,-6,-6.0,-6.0,-6.0,-6.0,arrivo,TERNI
2025-09-30,IC,S08409,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,21,-21,-10.5,-10.5,-4.5,-3.750000000000001,partenza,ROMA TERMINI
2025-09-30,IC,S09218,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,partenza,NAPOLI CENTRALE
2025-09-30,IC,S09818,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,22,-22,-22.0,-22.0,-22.0,-22.0,arrivo,SALERNO
2025-09-30,IC,S12349,3,3,0,0,0,0,1,0,2,0,0,0,0,0,3,21,-18,-6.0,-3.0,1.8000000000000003,2.3999999999999995,arrivo,SIRACUSA
2025-09-30,ICN,S00219,3,3,0,0,0,0,2,1,0,1,1,1,0,0,27,0,27,9.0,2.0,19.6,21.799999999999997,arrivo,TORINO PORTA NUOVA
2025-09-30,ICN,S00219,4,4,0,0,0,0,1,1,2,1,1,1,0,0,23,10,13,3.25,0.5,14.500000000000004,16.749999999999993,partenza,TORINO PORTA NUOVA
2025-09-30,ICN,S01700,1,1,0,0,0,0,0,1,0,1,1,1,0,0,17,0,17,17.0,17.0,17.0,17.0,arrivo,MILANO CENTRALE
2025-09-30,ICN,S01700,1,1,0,0,0,0,0,1,0,1,1,1,0,0,22,0,22,22.0,22.0,22.0,22.0,partenza,MILANO CENTRALE
2025-09-30,ICN,S03317,1,1,0,0,0,0,0,1,0,1,1,0,0,0,14,0,14,14.0,14.0,14.0,14.0,arrivo,TRIESTE CENTRALE
2025-09-30,ICN,S03317,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,3.0,3.0,3.0,3.0,partenza,TRIESTE CENTRALE
2025-09-30,ICN,S08409,3,3,0,0,0,0,2,0,1,0,0,0,0,0,6,2,4,1.3333333333333333,3.0,3.0,3.0,arrivo,ROMA TERMINI
2025-09-30,ICN,S08409,1,1,0,0,0,0,0,1,0,1,1,0,0,0,14,0,14,14.0,14.0,14.0,14.0,partenza,ROMA TERMINI
2025-09-30,ICN,S09818,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,10,-10,-5.0,-5.0,-3.4,-3.2,arrivo,SALERNO
2025-09-30,ICN,S09818,2,2,0,0,0,0,1,1,0,1,1,1,0,0,25,0,25,12.5,12.5,21.7,22.849999999999998,partenza,SALERNO
2025-09-30,ICN,S11145,2,2,0,0,0,0,1,1,0,1,1,1,0,0,26,0,26,13.0,13.0,20.2,21.099999999999998,arrivo,LECCE
2025-09-30,ICN,S11781,1,1,0,0,0,0,0,1,0,1,1,1,0,0,19,0,19,19.0,19.0,19.0,19.0,arrivo,REGGIO DI CALABRIA CENTRALE
2025-09-30,ICN,S11781,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,partenza,REGGIO DI CALABRIA CENTRALE
2025-09-30,ICN,S12349,3,3,0,0,0,0,1,1,1,1,1,1,0,0,20,2,18,6.0,3.0,14.200000000000001,15.599999999999998,partenza,SIRACUSA
2025-09-30,REG,S00034,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,arrivo,MORTARA
2025-09-30,REG,S00219,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,arrivo,TORINO PORTA NUOVA
2025-09-30,REG,S00248,2,2,0,0,0,0,1,0,1,0,0,0,0,0,3,1,2,1.0,1.0,2.6,2.8,arrivo,NOVARA
2025-09-30,REG,S00248,1,1,0,0,0,0,0,1,0,1,1,0,0,0,10,0,10,10.0,10.0,10.0,10.0,partenza,NOVARA
2025-09-30,REG,S01030,2,2,0,0,0,0,2,0,0,0,0,0,0,0,4,0,4,2.0,2.0,2.0,2.0,arrivo,GALLARATE
2025-09-30,REG,S01031,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,partenza,BUSTO ARSIZIO
2025-09-30,REG,S01066,3,3,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0.3333333333333333,0.0,0.8,0.8999999999999999,arrivo,MILANO CADORNA
2025-09-30,REG,S01066,3,3,0,0,0,0,1,0,2,0,0,0,0,0,1,8,-7,-2.3333333333333335,-2.0,0.40000000000000013,0.6999999999999997,partenza,MILANO CADORNA
2025-09-30,REG,S01137,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,2,-2,-1.0,-1.0,-0.19999999999999996,-0.10000000000000009,partenza,BUSTO ARSIZIO NORD
2025-09-30,REG,S01205,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,arrivo,VARESE
2025-09-30,REG,S01205,1,1,0,0,0,0,0,1,0,1,1,0,0,0,11,0,11,11.0,11.0,11.0,11.0,partenza,VARESE
2025-09-30,REG,S01301,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,-3,-3.0,-3.0,-3.0,-3.0,arrivo,CHIASSO
2025-09-30,REG,S01316,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,8,-8,-4.0,-4.0,-2.4,-2.2,arrivo,CAMNAGO-LENTATE
2025-09-30,REG,S01316,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,partenza,CAMNAGO-LENTATE
2025-09-30,REG,S01326,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,partenza,MILANO GRECO PIRELLI
2025-09-30,REG,S01520,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,arrivo,LECCO
2025-09-30,REG,S01529,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,arrivo,BERGAMO
2025-09-30,REG,S01631,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,partenza,MILANO PORTA GENOVA
2025-09-30,REG,S01640,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,arrivo,MILANO CERTOSA
2025-09-30,REG,S01642,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,6,-6,-2.0,-2.0,-1.2,-1.1,arrivo,MILANO BOVISA POLITECNICO
2025-09-30,REG,S01642,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,partenza,MILANO BOVISA POLITECNICO
2025-09-30,REG,S01645,1,1,0,0,0,0,0,1,0,1,1,0,0,0,10,0,10,10.0,10.0,10.0,10.0,arrivo,MILANO PORTA GARIBALDI
2025-09-30,REG,S01645,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,5,-5,-2.5,-2.5,-2.1,-2.05,partenza,MILANO PORTA GARIBALDI
2025-09-30,REG,S01700,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,arrivo,MILANO CENTRALE
2025-09-30,REG,S01700,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,9,-9,-1.8,-1.0,-1.0,-1.0,partenza,MILANO CENTRALE
2025-09-30,REG,S01703,2,2,0,0,0,0,1,0,1,0,0,0,0,0,3,1,2,1.0,1.0,2.6,2.8,partenza,PIOLTELLO LIMITO
2025-09-30,REG,S01708,1,1,0,0,0,0,0,1,0,1,1,0,0,0,11,0,11,11.0,11.0,11.0,11.0,arrivo,TREVIGLIO
2025-09-30,REG,S01708,4,4,0,0,0,0,3,0,1,0,0,0,0,0,4,1,3,0.75,1.0,2.0,2.0,partenza,TREVIGLIO
2025-09-30,REG,S01717,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,arrivo,BRESCIA
2025-09-30,REG,S01807,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,partenza,VOGHERA
2025-09-30,REG,S01860,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,arrivo,PAVIA
2025-09-30,REG,S01860,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,4,-4,-2.0,-2.0,-1.2,-1.1,partenza,PAVIA
2025-09-30,REG,S01933,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,arrivo,SARONNO
2025-09-30,REG,S01933,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,partenza,SARONNO
2025-09-30,REG,S02011,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,arrivo,FORTEZZA
2025-09-30,REG,S02026,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,partenza,BOLZANO
2025-09-30,REG,S02430,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,-4,-4.0,-4.0,-4.0,-4.0,arrivo,VERONA PORTA NUOVA
2025-09-30,REG,S02581,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9,-9,-9.0,-9.0,-9.0,-9.0,arrivo,PADOVA
2025-09-30,REG,S02593,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,arrivo,VENEZIA S.LUCIA
2025-09-30,REG,S02593,4,4,0,0,0,0,0,2,2,2,0,0,0,0,12,12,0,0.0,1.5,6.0,6.0,partenza,VENEZIA S.LUCIA
2025-09-30,REG,S02832,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,-3,-3.0,-3.0,-3.0,-3.0,arrivo,BASILIANO
2025-09-30,REG,S03200,1,1,0,0,0,0,0,1,0,1,0,0,0,0,6,0,6,6.0,6.0,6.0,6.0,arrivo,PORTOGRUARO CAORLE
2025-09-30,REG,S03310,1,1,0,0,0,0,0,1,0,1,0,0,0,0,6,0,6,6.0,6.0,6.0,6.0,arrivo,MONFALCONE
2025-09-30,REG,S03317,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,partenza,TRIESTE CENTRALE
2025-09-30,REG,S04700,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,3.0,3.0,3.0,3.0,partenza,GENOVA PIAZZA PRINCIPE
2025-09-30,REG,S04702,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,-3,-3.0,-3.0,-3.0,-3.0,arrivo,GENOVA BRIGNOLE
2025-09-30,REG,S04702,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,partenza,GENOVA BRIGNOLE
2025-09-30,REG,S04725,2,2,0,0,0,0,1,0,1,0,0,0,0,0,3,2,1,0.5,0.5,2.5,2.75,arrivo,SESTRI LEVANTE
2025-09-30,REG,S04725,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,partenza,SESTRI LEVANTE
2025-09-30,REG,S04801,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,arrivo,SAVONA
2025-09-30,REG,S05000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2.0,2.0,2.0,2.0,arrivo,PIACENZA
2025-09-30,REG,S05043,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,arrivo,BOLOGNA CENTRALE
2025-09-30,REG,S05043,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,-4,-4.0,-4.0,-4.0,-4.0,partenza,BOLOGNA CENTRALE
2025-09-30,REG,S05308,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,-4,-4.0,-4.0,-4.0,-4.0,arrivo,POGGIO RUSCO
2025-09-30,REG,S06000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,-3,-3.0,-3.0,-3.0,-3.0,partenza,LA SPEZIA CENTRALE
2025-09-30,REG,S06421,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,5,-5,-2.5,-2.5,-2.1,-2.05,partenza,FIRENZE SANTA MARIA NOVELLA
2025-09-30,REG,S06500,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,arrivo,PISA CENTRALE
2025-09-30,REG,S06725,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,-3,-3.0,-3.0,-3.0,-3.0,arrivo,LIVORNO CENTRALE
2025-09-30,REG,S06915,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,arrivo,AREZZO
2025-09-30,REG,S07113,1,1,0,0,0,0,0,1,0,1,1,1,0,0,16,0,16,16.0,16.0,16.0,16.0,arrivo,ANCONA
2025-09-30,REG,S08010,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,1.0,1.0,1.0,arrivo,CIVITAVECCHIA
2025-09-30,REG,S08217,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,3.0,3.0,3.0,3.0,partenza,ROMA TIBURTINA
2025-09-30,REG,S08409,3,3,0,0,0,0,1,1,1,1,1,1,0,0,17,1,16,5.333333333333333,1.0,13.0,14.499999999999998,partenza,ROMA TERMINI
2025-09-30,REG,S08640,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,3.0,3.0,3.0,3.0,arrivo,FORMIA-GAETA
2025-09-30,REG,S11119,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,4,-4,-2.0,-2.0,-2.0,-2.0,partenza,BARI CENTRALE
2025-09-30,REG,S11145,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,arrivo,LECCE
2025-09-30,REG,S11465,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,arrivo,TARANTO
2025-09-30,REG,S12301,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,-5,-5.0,-5.0,-5.0,-5.0,partenza,MESSINA CENTRALE
2025-09-30,REG,S12332,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,-5,-5.0,-5.0,-5.0,-5.0,arrivo,CATANIA CENTRALE
2025-09-30,REG,S19919,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,arrivo,STABIO
2025-10-01,EC,S01003,6,6,0,0,0,0,2,2,2,2,2,1,0,0,37,11,26,4.333333333333333,1.5,17.0,20.5,arrivo,DOMODOSSOLA
2025-10-01,EC,S01003,6,6,0,0,0,0,0,3,3,3,2,1,0,0,36,16,20,3.3333333333333335,3.0,14.5,16.25,partenza,DOMODOSSOLA
2025-10-01,EC,S01301,12,12,0,0,0,0,2,6,4,6,4,4,1,0,125,14,111,9.25,4.5,19.6,35.74999999999997,arrivo,CHIASSO
2025-10-01,EC,S01301,12,12,0,0,0,0,2,4,6,4,1,1,0,0,38,18,20,1.6666666666666667,-1.0,7.800000000000001,12.949999999999992,partenza,CHIASSO
2025-10-01,EC,S01700,14,14,0,0,0,0,2,4,8,4,3,2,0,0,55,33,22,1.5714285714285714,-2.0,15.900000000000007,18.35,arrivo,MILANO CENTRALE
2025-10-01,EC,S01700,14,14,0,0,0,0,4,5,5,5,4,3,0,0,77,21,56,4.0,2.0,16.0,17.4,partenza,MILANO CENTRALE
2025-10-01,EC,S02001,6,6,0,0,0,0,2,1,3,1,0,0,0,0,10,7,3,0.5,-0.5,4.5,5.25,arrivo,BRENNERO
2025-10-01,EC,S02001,6,6,0,0,0,0,1,4,1,4,3,3,1,0,112,3,109,18.166666666666668,13.0,42.5,50.75,partenza,BRENNERO
2025-10-01,EC,S02026,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,-3,-3.0,-3.0,-3.0,-3.0,arrivo,BOLZANO
2025-10-01,EC,S02026,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,partenza,BOLZANO
2025-10-01,EC,S02593,4,4,0,0,0,0,1,2,1,2,0,0,0,0,17,1,16,4.0,4.5,8.0,8.0,arrivo,VENEZIA S.LUCIA
2025-10-01,EC,S02593,4,4,0,0,0,0,2,2,0,2,2,2,1,0,83,0,83,20.75,13.5,45.7,50.34999999999999,partenza,VENEZIA S.LUCIA
2025-10-01,EC,S04700,1,1,0,0,0,0,0,1,0,1,0,0,0,0,6,0,6,6.0,6.0,6.0,6.0,arrivo,GENOVA PIAZZA PRINCIPE
2025-10-01,EC,S04700,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,-4,-4.0,-4.0,-4.0,-4.0,partenza,GENOVA PIAZZA PRINCIPE
2025-10-01,EC,S05043,3,3,0,0,0,0,0,3,0,3,2,2,1,0,82,0,82,27.333333333333332,18.0,50.800000000000004,54.9,arrivo,BOLOGNA CENTRALE
2025-10-01,EC,S05043,3,3,0,0,0,0,0,2,1,2,0,0,0,0,12,3,9,3.0,6.0,6.0,6.0,partenza,BOLOGNA CENTRALE
2025-10-01,EC,S07113,1,1,0,0,0,0,0,1,0,1,1,1,0,0,26,0,26,26.0,26.0,26.0,26.0,arrivo,ANCONA
2025-10-01,EC,S07113,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-2,-2.0,-2.0,-2.0,-2.0,partenza,ANCONA
2025-10-01,ECFR,S00201,2,2,0,0,0,0,1,1,0,1,0,0,0,0,9,0,9,4.5,4.5,6.5,6.75,partenza,MODANE
2025-10-01,ECFR,S01700,2,2,0,0,0,0,1,1,0,1,0,0,0,0,9,0,9,4.5,4.5,6.5,6.75,arrivo,MILANO CENTRALE
2025-10-01,EN,S01645,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,3.0,3.0,3.0,3.0,arrivo,MILANO PORTA GARIBALDI
2025-10-01,EN,S05043,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,3.0,3.0,3.0,3.0,partenza,BOLOGNA CENTRALE
2025-10-01,FA,S04700,2,2,0,0,0,0,0,1,1,1,0,0,0,0,5,1,4,2.0,2.0,4.4,4.699999999999999,arrivo,GENOVA PIAZZA PRINCIPE
2025-10-01,FA,S04700,3,3,0,0,0,0,1,2,0,2,2,2,2,0,102,0,102,34.0,42.0,55.6,57.3,partenza,GENOVA PIAZZA PRINCIPE
2025-10-01,FA,S05811,1,1,0,0,0,0,0,1,0,1,1,0,0,0,14,0,14,14.0,14.0,14.0,14.0,arrivo,RAVENNA
2025-10-01,FA,S05811,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,3.0,3.0,3.0,3.0,partenza,RAVENNA
2025-10-01,FA,S08409,11,11,0,0,0,0,4,7,0,7,5,4,3,1,226,0,226,20.545454545454547,5.0,59.0,71.0,arrivo,ROMA TERMINI
2025-10-01,FA,S08409,9,9,0,0,0,0,1,4,4,4,3,2,2,0,91,17,74,8.222222222222221,4.0,33.4,34.2,partenza,ROMA TERMINI
2025-10-01,FA,S09311,1,1,0,0,0,0,0,1,0,1,1,1,1,0,35,0,35,35.0,35.0,35.0,35.0,arrivo,BENEVENTO
2025-10-01,FA,S09311,1,1,0,0,0,0,0,1,0,1,0,0,0,0,5,0,5,5.0,5.0,5.0,5.0,partenza,BENEVENTO
2025-10-01,FA,S11119,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,-1.0,-1.0,-1.0,-1.0,arrivo,BARI CENTRALE
2025-10-01,FA,S11119,1,1,0,0,0,0,0,1,0,1,1,1,0,0,15,0,15,15.0,15.0,15.0,15.0,partenza,BARI CENTRALE
2025-10-01,FA,S11145,2,2,0,0,0,0,1,0,1,0,0,0,0,0,4,7,-3,-1.5,-1.5,2.9000000000000004,3.4499999999999993,arrivo,LECCE
2025-10-01,FA,S11145,3,3,0,0,0,0,2,1,0,1,1,1,1,1,85,0,85,28.333333333333332,1.0,66.60000000000001,74.8,partenza,LECCE
2025-10-01,FA,S11781,2,2,0,0,0,0,0,1,1,1,1,1,1,0,33,8,25,12.5,12.5,28.900000000000002,30.95,arrivo,REGGIO DI CALABRIA CENTRALE
2025-10-01,FA,S11781,2,2,0,0,0,0,0,2,0,2,1,0,0,0,16,0,16,8.0,8.0,10.4,10.7,partenza,REGGIO DI CALABRIA CENTRALE
2025-10-01,FB,S01700,1,1,0,0,0,0,0,1,0,1,1,1,1,0,36,0,36,36.0,36.0,36.0,36.0,arrivo,MILANO CENTRALE
2025-10-01,FB,S01700,1,1,0,0,0,0,0,1,0,1,1,1,0,0,24,0,24,24.0,24.0,24.0,24.0,partenza,MILANO CENTRALE
2025-10-01,FB,S04700,3,3,0,0,0,0,1,2,0,2,2,1,0,0,28,0,28,9.333333333333334,10.0,14.8,15.399999999999999,arrivo,GENOVA PIAZZA PRINCIPE
2025-10-01,FB,S04700,3,3,0,0,0,0,0,3,0,3,3,2,2,1,145,0,145,48.333333333333336,59.0,69.4,70.7,partenza,GENOVA PIAZZA PRINCIPE
2025-10-01,FB,S08409,4,4,0,0,0,0,0,4,0,4,4,3,2,1,169,0,169,42.25,41.5,68.10000000000001,70.05,arrivo,ROMA TERMINI
2025-10-01,FB,S08409,4,4,0,0,0,0,1,3,0,3,3,2,1,0,64,0,64,16.0,13.0,30.000000000000004,32.99999999999999,partenza,ROMA TERMINI
2025-10-01,FR,S00219,23,23,0,0,0,0,7,15,1,15,11,10,6,3,506,2,504,21.91304347826087,9.0,58.400000000000006,66.29999999999998,arrivo,TORINO PORTA NUOVA
2025-10-01,FR,S00219,22,22,0,0,0,0,5,13,4,13,9,8,3,1,345,12,333,15.136363636363637,7.0,29.400000000000013,46.14999999999999,partenza,TORINO PORTA NUOVA
2025-10-01,FR,S01700,61,61,0,0,0,0,13,45,3,45,30,22,13,0,925,7,918,15.049180327868852,9.0,38.0,44.0,arrivo,MILANO CENTRALE
2025-10-01,FR,S01700,59,59,0,0,0,0,13,29,17,29,20,12,8,1,639,77,562,9.525423728813559,4.0,36.400000000000006,43.49999999999997,partenza,MILANO CENTRALE
2025-10-01,FR,S01717,3,3,0,0,0,0,1,1,1,1,1,1,1,0,56,6,50,16.666666666666668,2.0,43.6,48.8,arrivo,BRESCIA
2025-10-01,FR,S01717,3,3,0,0,0,0,0,2,1,2,2,2,1,0,54,1,53,17.666666666666668,17.0,33.0,35.0,partenza,BRESCIA
2025-10-01,FR,S02026,7,7,0,0,0,0,0,5,2,5,4,3,1,0,116,4,112,16.0,11.0,35.800000000000004,40.89999999999999,arrivo,BOLZANO
2025-10-01,FR,S02026,7,7,0,0,0,0,1,5,1,5,5,3,2,1,189,1,188,26.857142857142858,14.0,62.200000000000024,82.59999999999995,partenza,BOLZANO
2025-10-01,FR,S02336,1,1,0,0,0,0,0,1,0,1,1,1,0,0,17,0,17,17.0,17.0,17.0,17.0,arrivo,MANTOVA
2025-10-01,FR,S02336,1,1,0,0,0,0,0,1,0,1,1,1,0,0,28,0,28,28.0,28.0,28.0,28.0,partenza,MANTOVA
2025-10-01,FR,S02593,31,31,0,0,0,0,9,19,3,19,7,6,4,0,343,7,336,10.838709677419354,6.0,39.0,44.5,arrivo,VENEZIA S.LUCIA
2025-10-01,FR,S02593,29,29,0,0,0,0,6,19,4,19,15,9,5,2,523,14,509,17.551724137931036,10.0,37.599999999999994,55.199999999999974,partenza,VENEZIA S.LUCIA
2025-10-01,FR,S03026,2,2,0,0,0,0,1,1,0,1,0,0,0,0,11,0,11,5.5,5.5,7.5,7.75,arrivo,UDINE
2025-10-01,FR,S03026,2,2,0,0,0,0,0,2,0,2,0,0,0,0,15,0,15,7.5,7.5,8.7,8.85,partenza,UDINE
2025-10-01,FR,S03304,1,1,0,0,0,0,0,1,0,1,1,0,0,0,12,0,12,12.0,12.0,12.0,12.0,arrivo,GORIZIA CENTRALE
2025-10-01,FR,S03304,1,1,0,0,0,0,0,1,0,1,1,1,0,0,21,0,21,21.0,21.0,21.0,21.0,partenza,GORIZIA CENTRALE
2025-10-01,FR,S03317,4,4,0,0,0,0,0,2,2,2,2,1,0,0,41,7,34,8.5,5.5,23.1,25.049999999999997,arrivo,TRIESTE CENTRALE
2025-10-01,FR,S03317,5,5,0,0,0,0,1,4,0,4,2,1,0,0,43,0,43,8.6,5.0,17.8,20.4,partenza,TRIESTE CENTRALE
2025-10-01,FR,S04702,1,1,0,0,0,0,0,1,0,1,1,1,0,0,27,0,27,27.0,27.0,27.0,27.0,arrivo,GENOVA BRIGNOLE
2025-10-01,FR,S04702,1,1,0,0,0,0,0,1,0,1,1,1,1,0,39,0,39,39.0,39.0,39.0,39.0,partenza,GENOVA BRIGNOLE
