partenza,arrivo,km
MOGLIANO VENETO,VENEZIA MESTRE,9.316
MOGLIANO VENETO,VENEZIA S LUCIA,17.7
MOLA DI BARI,BARI CENTRALE,19.143
MOLA DI BARI,BARLETTA,73.916
MOLFETTA,BARI CENTRALE,24.762
MOLFETTA,BARLETTA,30.015
MOLFETTA,FASANO,79.14
MOLFETTA,MILANO CENTRALE,832.583
MOLINA CASTELVECCHIO SUBEQUO,L AQUILA,41.562
MOLINA CASTELVECCHIO SUBEQUO,SULMONA,18.875
MOLINELLA,BOLOGNA CENTRALE,143.582
MOLTENO,BESANA,10.722
MOLTENO,CANTU,15.812
MOLTENO,COMO S GIOVANNI,27.061
MOLTENO,LECCO,17.138
MOLTENO,MERONE,5.313
MOLTENO,MILANO PORTA GARIBALDI,40.989
MOLTENO,MONZA,35.474
MOLTENO,SESTO S GIOVANNI,34.276
MOMBALDONE ROCCAVERANO,ALESSANDRIA,55.571
MOMBARUZZO,ASTI,81.298
MONASTERACE STILO,CATANZARO LIDO,46.107
MONASTERACE STILO,REGGIO CALABRIA CENTRALE,131.986
MONCALIERI,ALBA,57.72
MONCALIERI,ASTI,47.113
MONCALIERI,CIRE,33.185
MONCALIERI,FOSSANO,54.882
MONCALIERI,TORINO STURA,17.142
MONCALIERI SANGONE,CHIVASSO,32.268
MONDOVI,FOSSANO,18.984
MONDOVI,S GIUSEPPE DI CAIRO,44.502
MONDOVI,SAVONA,65.708
MONDOVI,TORINO PORTA NUOVA,82.363
MONFALCONE,CARNIA,86.252
MONFALCONE,CASARSA,80.895
MONFALCONE,CERVIGNANO A G,18.236
MONFALCONE,CERVIGNANO AQUILEIA GRADO,18.075
MONFALCONE,GORIZIA CENTRALE,24.027
MONFALCONE,MILANO CENTRALE,373.311
MONFALCONE,PORTOGRUARO CAORLE,100.37
MONFALCONE,ROMA TERMINI,619.366
MONFALCONE,S GIOVANNI AL NATISONE,41.518
MONFALCONE,SACILE,107.146
MONFALCONE,TARVISIO BOSCOVERDE,135.423
MONFALCONE,TORINO PORTA NUOVA,520.385
MONFALCONE,TRIESTE CENTRALE,25.817
MONFALCONE,UDINE,46.51
MONFALCONE,VENEZIA MESTRE,119.413
MONFALCONE,VENEZIA S LUCIA,127.798
MONGRASSANO CERVICATI,SIBARI,37.891
MONGUELFO VALLE DI CASIES,FORTEZZA,51.977
MONGUELFO VALLE DI CASIES,ROMA TERMINI,704.692
MONGUELFO VALLE DI CASIES,S CANDIDO,13.655
MONOPOLI,BARLETTA,95.311
MONSELICE,BOLOGNA CENTRALE,101.737
MONSELICE,CASTEL D ARIO,65.345
MONSELICE,CEREA,45.336
MONSELICE,ESTE,8.222
MONSELICE,FERRARA,52.761
MONSELICE,GAZZO DI BIGARELLO,71.825
MONSELICE,LEGNAGO,37.91
MONSELICE,MANTOVA,83.9
MONSELICE,MANTOVA FRASSINE,77.577
MONSELICE,MONTAGNANA,24.227
MONSELICE,NOGARA,58.278
MONSELICE,PADOVA,23.068
MONSELICE,ROVIGO,21.202
MONSELICE,SALERNO,703.684
MONSELICE,SALETTO,18.265
MONSELICE,SANGUINETTO,50.834
MONSELICE,VENEZIA MESTRE,51.803
MONSELICE,VENEZIA S LUCIA,59.686
MONTAGNANA,LEGNAGO,13.683
MONTAGNANA,MANTOVA,59.673
MONTAGNANA,MONSELICE,24.227
MONTAGNANA,VENEZIA MESTRE,76.03
MONTALE AGLIANA,FIRENZE S MARIA NOVELLA,25.554
MONTALTO DI CASTRO,CIVITAVECCHIA,36.144
MONTALTO DI CASTRO,LADISPOLI CERVETERI,66.601
MONTALTO DI CASTRO,PISA CENTRALE,216.074
MONTALTO DI CASTRO,ROMA AURELIA,96.708
MONTALTO DI CASTRO,ROMA OSTIENSE,107.232
MONTALTO DI CASTRO,ROMA TERMINI,114.132
MONTALTO DI CASTRO,ROMA TUSCOLANA,110.708
MONTALTO DI CASTRO,TARQUINIA,16.247
MONTANARO,IVREA,27.263
MONTANARO,NOVARA,76.983
MONTANARO,TORINO PORTA NUOVA,32.956
MONTE ANTICO,GROSSETO,308.27
MONTE ANTICO,ROMA OSTIENSE,255.223
MONTE ANTICO,SIENA,56.567
MONTE S BIAGIO,NAPOLI CENTRALE,110.953
MONTE S BIAGIO,REGGIO CALABRIA CENTRALE,552.698
MONTE S BIAGIO,ROMA TERMINI,102.76
MONTE S BIAGIO TERRACINA MARE,NAPOLI CENTRALE,110.953
MONTE S BIAGIO TERRACINA MARE,ROMA TERMINI,102.76
MONTEBELLUNA,BELLUNO,68.224
MONTEBELLUNA,CALALZO PIEVE CADORE CORTINA,111.75
MONTEBELLUNA,CAMPOSAMPIERO,25.582
MONTEBELLUNA,CASTELFRANCO VENETO,13.44
MONTEBELLUNA,FANZOLO,6.676
MONTEBELLUNA,FELTRE,37.601
MONTEBELLUNA,PADOVA,47.465
MONTEBELLUNA,POSTIOMA,43.845
MONTEBELLUNA,SEDICO BRIBANO,56.148
MONTEBELLUNA,TREVISO C,36.775
MONTEBELLUNA,TREVISO CENTRALE,36.775
MONTEBELLUNA,VIGODARZERE,38.78
MONTECARLO S SALVATORE,FIRENZE S MARIA NOVELLA,58.675
MONTECATINI TERME,FIRENZE S MARIA NOVELLA,46.817
MONTECATINI TERME,LUCCA,30.627
MONTECATINI TERME,MONTECARLO S SALVATORE,11.858
MONTECATINI TERME,PISA CENTRALE,53.603
MONTECATINI TERME,PISTOIA,13.384
MONTECATINI TERME,VIAREGGIO,52.586
MONTECATINI TERME MONSUMMANO,FIRENZE CAMPO MARTE,48.086
MONTECATINI TERME MONSUMMANO,FIRENZE CASTELLO,41.69
MONTECATINI TERME MONSUMMANO,FIRENZE RIFREDI,45.213
MONTECATINI TERME MONSUMMANO,FIRENZE S MARIA NOVELLA,46.424
MONTECATINI TERME MONSUMMANO,LUCCA,31.02
MONTECATINI TERME MONSUMMANO,MONTEVARCHI TERRANUOVA,87.153
MONTECATINI TERME MONSUMMANO,PISA CENTRALE,53.997
MONTECATINI TERME MONSUMMANO,PISTOIA,12.991
MONTECATINI TERME MONSUMMANO,PORCARI,21.762
MONTECATINI TERME MONSUMMANO,PRATO CENTRALE,30.011
MONTECATINI TERME MONSUMMANO,VIAREGGIO,52.979
MONTECOSARO,MACERATA,19.791
MONTEGROSSO,ACQUI TERME,33.452
MONTELLA,BENEVENTO,74.07
MONTELLO GORLAGO,BERGAMO,11.188
MONTELLO GORLAGO,BRESCIA,37.468
MONTELLO GORLAGO,CREMONA,116.842
MONTELLO GORLAGO,GRUMELLO DEL MONTE,6.288
MONTELLO GORLAGO,OLMENETA,77.802
MONTEMARANO,BENEVENTO,67.166
MONTENERO PETACCIATO,PESCARA,76.683
MONTEPESCALI,FIRENZE S MARIA NOVELLA,181.021
MONTEPESCALI,GROSSETO,339.241
MONTEPESCALI,LIVORNO CENTRALE,214.777
MONTEPESCALI,PISA CENTRALE,196.369
MONTEPESCALI,S VINCENZO,269.569
MONTEPULCIANO,CHIUSI C T,19.078
MONTEPULCIANO,CHIUSI CHIANCIANO TERME,19.078
MONTEPULCIANO,EMPOLI,133.133
MONTEPULCIANO,GRANAIOLO,122.543
MONTEPULCIANO,SIENA,70.012
MONTEREALE VALCELLINA,MANIAGO,3.088
MONTEREALE VALCELLINA,SACILE,27.181
MONTEREALE VALCELLINA,TREVISO C,145.37
MONTEREALE VALCELLINA,UDINE,87.896
MONTERONI D ARBIA,BUONCONVENTO,12.69
MONTERONI D ARBIA,EMPOLI,79.551
MONTERONI D ARBIA,FIRENZE S MARIA NOVELLA,109.912
MONTERONI D ARBIA,GROSSETO,268.132
MONTERONI D ARBIA,SIENA,16.429
MONTEROSSO,GENOVA BRIGNOLE,68.398
MONTEROSSO,GENOVA P PRINCIPE,70.974
MONTEROSSO,LA SPEZIA CENTRALE,16.114
MONTEROSSO,LA SPEZIA MIGLIARINA,18.142
MONTEROSSO,MILANO CENTRALE,208.821
MONTEROSSO,MILANO PORTA GARIBALDI,211.057
MONTEROSSO,SARZANA,34.571
MONTEROSSO,SESTRI LEVANTE,25.596
MONTEROTONDO MENTANA,BRACCIANO,68.515
MONTEROTONDO MENTANA,CESANO DI ROMA,56.97
MONTEROTONDO MENTANA,FARA SABINA MONTELIBRETTI,11.567
MONTEROTONDO MENTANA,FIUMICINO AEROPORTO,53.193
MONTEROTONDO MENTANA,LA STORTA,48.104
MONTEROTONDO MENTANA,ORIOLO,82.706
MONTEROTONDO MENTANA,ORTE,57.272
MONTEROTONDO MENTANA,POGGIO MIRTETO,22.959
MONTEROTONDO MENTANA,ROMA OSTIENSE,28.246
MONTEROTONDO MENTANA,ROMA S PIETRO,33.465
MONTEROTONDO MENTANA,ROMA TIBURTINA,21.212
MONTEROTONDO MENTANA,ROMA TUSCOLANA,24.77
MONTEROTONDO MENTANA,VETRALLA,105.398
MONTEROTONDO MENTANA,VITERBO PORTA ROMANA,111.234
MONTESANTO,FERRARA,181.2
MONTESANTO,RAVENNA,55.679
MONTESILVANO,ANCONA,139.073
MONTESILVANO,GIULIANOVA,30.643
MONTESILVANO,MILANO CENTRALE,554.825
MONTESILVANO,PESCARA,6.97
MONTESILVANO,SULMONA,75.506
MONTESILVANO,TERAMO,52.915
MONTEVARCHI TERRANUOVA,AREZZO,30.659
MONTEVARCHI TERRANUOVA,CHIUSI C T,80.656
MONTEVARCHI TERRANUOVA,COMPIOBBI,39.283
MONTEVARCHI TERRANUOVA,FIGLINE VALDARNO,12.976
MONTEVARCHI TERRANUOVA,FIRENZE CAMPO MARTE,39.074
MONTEVARCHI TERRANUOVA,FIRENZE CASTELLO,45.463
MONTEVARCHI TERRANUOVA,FIRENZE RIFREDI,42.95
MONTEVARCHI TERRANUOVA,FIRENZE S MARIA NOVELLA,43.48
MONTEVARCHI TERRANUOVA,FOLIGNO,143.78
MONTEVARCHI TERRANUOVA,INCISA,17.341
MONTEVARCHI TERRANUOVA,MONTECATINI TERME MONSUMMANO,87.153
MONTEVARCHI TERRANUOVA,PISTOIA,74.164
MONTEVARCHI TERRANUOVA,PONTASSIEVE,32.894
MONTEVARCHI TERRANUOVA,PRATO CENTRALE,57.142
MONTEVARCHI TERRANUOVA,S BENEDETTO SAMBRO CAST PEPOLI,97.035
MONTEVARCHI TERRANUOVA,S GIOVANNI VALDARNO,5.394
MONTEVARCHI TERRANUOVA,VAIANO,67.911
MONTEVARCHI TERRANUOVA,VERNIO MONTEPIANO CANTAGALLO,77.627
MONTI TELTI,CAGLIARI,254.554
MONTI TELTI,OZIERI CHILIVANI,48.275
MONTI TELTI,SASSARI,96.454
MONTIGLIO MURISENGO,ASTI,24.276
MONTIGLIO MURISENGO,BIELLA S PAOLO,83.059
MONTIGLIO MURISENGO,CUNEO,139.058
MONTIGLIO MURISENGO,TORINO LINGOTTO,56.191
MONTIGLIO MURISENGO,TORINO PORTA NUOVA,55.248
MONTIRONE,PARMA,81.651
MONTORO FORINO,MERCATO S SEVERINO,4.468
MONTORO FORINO,SALERNO,22.181
MONZA,ALBAIRATE VERMEZZO,39.758
MONZA,BERGAMO,105.891
MONZA,BESANA,24.752
MONZA,CALOLZIOCORTE OLGINATE,36.223
MONZA,CAMNAGO LENTATE,17.823
MONZA,CARIMATE,19.893
MONZA,CARNATE USMATE,17.927
MONZA,CHIASSO,36.421
MONZA,COLICO,82.055
MONZA,COMO S GIOVANNI,34.821
MONZA,COSTA MASNAGA,32.77
MONZA,DESIO,6.638
MONZA,FIRENZE CAMPO MARTE,316.186
MONZA,LECCO,40.941
MONZA,MILANO CENTRALE,11.166
MONZA,MILANO LAMBRATE,14.397
MONZA,MILANO PORTA GARIBALDI,11.578
MONZA,MILANO ROGOREDO,15.883
MONZA,MILANO S CRISTOFORO,22.653
MONZA,MOLTENO,35.474
MONZA,MORBEGNO,97.643
MONZA,OGGIONO,38.473
MONZA,PADERNO ROBBIATE,24.024
MONZA,PONTE S PIETRO,35.823
MONZA,RHO,23.33
MONZA,SARONNO,25.373
MONZA,SEREGNO,9.988
MONZA,SESTO S GIOVANNI,4.865
MONZA,SESTRI LEVANTE,194.376
MONZA,SONDRIO,122.516
MONZA,TIRANO,148.522
MONZA,TRIUGGIO PONTE ALBIATE,17.742
MONZA,VALMADRERA,46.492
MONZA,VILLASANTA,10.042
MONZA,VILLASANTA PARCO,10.042
MONZUNO,BOLOGNA CENTRALE,26.949
MONZUNO VADO,BOLOGNA CENTRALE,26.949
MONZUNO VADO,PRATO CENTRALE,57.615
MORANO SUL PO,ALESSANDRIA,42.668
MORBEGNO,CARNATE USMATE,79.717
MORBEGNO,COLICO,15.588
MORBEGNO,LECCO,56.704
MORBEGNO,MILANO CENTRALE,102.747
MORBEGNO,MILANO GRECO PIRELLI,100.123
MORBEGNO,MILANO PORTA GARIBALDI,103.158
MORBEGNO,MONZA,97.643
MORBEGNO,SESTO S GIOVANNI,96.445
MORBEGNO,TIRANO,50.879
MORCONE,BENEVENTO,148.51
MORNAGO CIMBRO,LUINO,36.855
MORNAGO CIMBRO,MILANO CERTOSA,43.589
MOROLO,CASSINO,65.781
MOROLO,ROMA TERMINI,70.16
MORTARA,ABBIATEGRASSO,23.855
MORTARA,ALBAIRATE VERMEZZO,27.207
MORTARA,ALESSANDRIA,42.407
MORTARA,CANDIA LOMELLINA,58.659
MORTARA,CASALE MONFERRATO,44.127
MORTARA,CAVA CARBONARA,30.039
MORTARA,GARLASCO,17.014
MORTARA,MILANO CENTRALE,55.814
MORTARA,MILANO CERTOSA,61.905
MORTARA,MILANO LAMBRATE,52.818
MORTARA,MILANO PORTA GARIBALDI,58.05
MORTARA,MILANO ROGOREDO,54.591
MORTARA,MILANO S CRISTOFORO,44.314
MORTARA,NOVARA,24.671
MORTARA,PARONA LOMELLINA,5.593
MORTARA,PAVIA,37.517
MORTARA,ROBBIO,57.373
MORTARA,VALENZA,30.307
MORTARA,VERCELLI,46.137
MORTARA,VIGEVANO,13.238
MOTTA DI LIVENZA,TREVISO C,108.863
MOTTA DI LIVENZA,TREVISO CENTRALE,108.863
MOTTA S DAMIANO,CODOGNO,39.759
MOTTA S DAMIANO,PAVIA,6.702
MOZIA BIRGI,CASTELVETRANO,55.753
MOZIA BIRGI,PIRAINETO,143.756
MOZIA BIRGI,TRAPANI,18.636
MOZZECANE,MANTOVA,69.52
MOZZECANE,VERONA PORTA NUOVA,19.534
NAPOLI AFRAGOLA,MILANO CENTRALE,778.103
NAPOLI AFRAGOLA,ROMA TERMINI,219.877
NAPOLI AFRAGOLA,ROMA TIBURTINA,219.945
NAPOLI AFRAGOLA,VENEZIA S LUCIA,724.778
NAPOLI CAMPI FLEGREI,ACERRA,26.73
NAPOLI CAMPI FLEGREI,ANGRI,40.149
NAPOLI CAMPI FLEGREI,BAGNOLI AGNANO TERME,2.479
NAPOLI CAMPI FLEGREI,CANCELLO,33.404
NAPOLI CAMPI FLEGREI,CAPUA,52.749
NAPOLI CAMPI FLEGREI,CASALNUOVO,18.199
NAPOLI CAMPI FLEGREI,CASERTA,42.75
NAPOLI CAMPI FLEGREI,CASTELLAMMARE DI STABIA,36.05
NAPOLI CAMPI FLEGREI,CAVA DEI TIRRENI,53.87
NAPOLI CAMPI FLEGREI,CAVALLEGGERI AOSTA,1.827
NAPOLI CAMPI FLEGREI,GIUGLIANO QUALIANO,18.781
NAPOLI CAMPI FLEGREI,GRICIGNANO,27.832
NAPOLI CAMPI FLEGREI,NAPOLI GIANTURCO,9.877
NAPOLI CAMPI FLEGREI,NAPOLI MERGELLINA,2.455
NAPOLI CAMPI FLEGREI,NAPOLI MONTESANTO,5.604
NAPOLI CAMPI FLEGREI,NAPOLI PIAZZA GARIBALDI,8.485
NAPOLI CAMPI FLEGREI,NAPOLI PIAZZA LEOPARDI,0.554
NAPOLI CAMPI FLEGREI,NAPOLI S GIOV BARRA,13.17
NAPOLI CAMPI FLEGREI,NAPOLI S GIOVANNI BARRA,13.765
NAPOLI CAMPI FLEGREI,NOCERA INFERIORE,46.444
NAPOLI CAMPI FLEGREI,NOCERA SUPERIORE,48.339
NAPOLI CAMPI FLEGREI,PAGANI,43.645
NAPOLI CAMPI FLEGREI,POMPEI,33.887
NAPOLI CAMPI FLEGREI,PORTICI ERCOLANO,16.839
NAPOLI CAMPI FLEGREI,POZZUOLI SOLFATARA,7.196
NAPOLI CAMPI FLEGREI,S MARCELLINO FRIGNANO,32.611
NAPOLI CAMPI FLEGREI,S MARIA CAPUA VETERE,47.9
NAPOLI CAMPI FLEGREI,S MARIA LA BRUNA,25.556
NAPOLI CAMPI FLEGREI,SALERNO,60.058
NAPOLI CAMPI FLEGREI,SAPRI,184.696
NAPOLI CAMPI FLEGREI,SCAFATI,35.724
NAPOLI CAMPI FLEGREI,TORRE ANNUNZIATA CENTRALE,30.721
NAPOLI CAMPI FLEGREI,TORRE DEL GRECO,21.291
NAPOLI CAMPI FLEGREI,VILLA LITERNO,27.544
NAPOLI CENTRALE,1°BIVIO VALDARNO SUD,424.22
NAPOLI CENTRALE,ACERRA,18.079
NAPOLI CENTRALE,AGROPOLI CASTELLABATE,101.075
NAPOLI CENTRALE,ALBANOVA,27.649
NAPOLI CENTRALE,AMOROSI MELIZZANO,49.037
NAPOLI CENTRALE,AREZZO,408.179
NAPOLI CENTRALE,ASCEA,132.127
NAPOLI CENTRALE,AVELLINO,79.404
NAPOLI CENTRALE,AVERSA,19.174
NAPOLI CENTRALE,BARDONECCHIA,941.374
NAPOLI CENTRALE,BARI CENTRALE,301.019
NAPOLI CENTRALE,BATTIPAGLIA,71.362
NAPOLI CENTRALE,BENEVENTO,74.057
NAPOLI CENTRALE,BERGAMO,782.961
NAPOLI CENTRALE,BOIANO,152.133
NAPOLI CENTRALE,BOLOGNA CENTRALE,561.571
NAPOLI CENTRALE,BOLZANO,816.62
NAPOLI CENTRALE,BRESCIA,734.306
NAPOLI CENTRALE,BUTTAPIETRA,662.197
NAPOLI CENTRALE,CAMPOBASSO,167.094
NAPOLI CENTRALE,CAMPOLEONE,180.317
NAPOLI CENTRALE,CANCELLO,24.753
NAPOLI CENTRALE,CAPACCIO ROCCADASPIDE,89.072
NAPOLI CENTRALE,CAPO BONIFATI,241.105
NAPOLI CENTRALE,CAPUA,44.099
NAPOLI CENTRALE,CARPINONE,134.668
NAPOLI CENTRALE,CASALNUOVO,9.549
NAPOLI CENTRALE,CASERTA,34.1
NAPOLI CENTRALE,CASORIA,9.119
NAPOLI CENTRALE,CASORIA AFRAGOLA,8.961
NAPOLI CENTRALE,CASSINO,92.848
NAPOLI CENTRALE,CASTIGLIONE COSENTINO,289.956
NAPOLI CENTRALE,CECINA,487.126
NAPOLI CENTRALE,CELLE BULGHERIA ROCCAGLORIOSA,154.655
NAPOLI CENTRALE,CETRARO,249.16
NAPOLI CENTRALE,CISTERNA DI LATINA,163.819
NAPOLI CENTRALE,CONTURSI TERME,95.917
NAPOLI CENTRALE,COSENZA,294.281
NAPOLI CENTRALE,DIAMANTE BUONVICINO,226.92
NAPOLI CENTRALE,EBOLI,77.631
NAPOLI CENTRALE,FALCIANO MONDRAGONE CAR,49.044
NAPOLI CENTRALE,FERRARA,606.161
NAPOLI CENTRALE,FIRENZE CAMPO MARTE,466.906
NAPOLI CENTRALE,FIRENZE CASTELLO,473.295
NAPOLI CENTRALE,FIRENZE S MARIA NOVELLA,471.312
NAPOLI CENTRALE,FIUMICINO AEROPORTO,239.746
NAPOLI CENTRALE,FOGGIA,183.005
NAPOLI CENTRALE,FONDI SPERLONGA,104.25
NAPOLI CENTRALE,FORMIA GAETA,85.436
NAPOLI CENTRALE,FRAGNETO MONFORTE,108.516
NAPOLI CENTRALE,FRATTAMAGGIORE,13.67
NAPOLI CENTRALE,GORIZIA CENTRALE,843.651
NAPOLI CENTRALE,GRICIGNANO,19.182
NAPOLI CENTRALE,GRICIGNANO TEVEROLA,22.848
NAPOLI CENTRALE,ISERNIA,124.64
NAPOLI CENTRALE,ISOLA DELLA SCALA,654.182
NAPOLI CENTRALE,ITRI,91.368
NAPOLI CENTRALE,LA SPEZIA CENTRALE,612.641
NAPOLI CENTRALE,LATINA,152.805
NAPOLI CENTRALE,LECCE,409.039
NAPOLI CENTRALE,LIVORNO CENTRALE,520.831
NAPOLI CENTRALE,MADDALONI INFERIORE,30.781
NAPOLI CENTRALE,METAPONTO,270.187
NAPOLI CENTRALE,MEZZOCORONA,777.917
NAPOLI CENTRALE,MILANO CENTRALE,771.934
NAPOLI CENTRALE,MILANO LAMBRATE,769.03
NAPOLI CENTRALE,MILANO PORTA GARIBALDI,774.17
NAPOLI CENTRALE,MILANO ROGOREDO,767.207
NAPOLI CENTRALE,MINTURNO,75.411
NAPOLI CENTRALE,MODENA,596.885
NAPOLI CENTRALE,MONTE S BIAGIO,110.953
NAPOLI CENTRALE,MONTE S BIAGIO TERRACINA MARE,110.953
NAPOLI CENTRALE,MONTECORVINO,68.107
NAPOLI CENTRALE,NAPOLI AFRAGOLA,12.497
NAPOLI CENTRALE,NAPOLI CAMPI FLEGREI,10.043
NAPOLI CENTRALE,NAPOLI S GIOV BARRA,4.536
NAPOLI CENTRALE,NOCERA INFERIORE,37.811
NAPOLI CENTRALE,OMIGNANO SALENTO,118.2
NAPOLI CENTRALE,PADOVA,681.99
NAPOLI CENTRALE,PAOLA,268.695
NAPOLI CENTRALE,PIACENZA,707.297
NAPOLI CENTRALE,PICERNO,145.802
NAPOLI CENTRALE,PIETRELCINA,95.865
NAPOLI CENTRALE,PIGNATARO MAGGIORE,53.414
NAPOLI CENTRALE,PISA CENTRALE,538.106
NAPOLI CENTRALE,PISCIOTTA PALINURO,140.77
NAPOLI CENTRALE,POMEZIA S PALOMBA,189.912
NAPOLI CENTRALE,POMPEI,25.253
NAPOLI CENTRALE,PONTE CASALDUNI,70.303
NAPOLI CENTRALE,PONTECAGNANO,61.305
NAPOLI CENTRALE,PORDENONE,786.669
NAPOLI CENTRALE,PORTICI ERCOLANO,8.205
NAPOLI CENTRALE,POTENZA CENTRALE,162.915
NAPOLI CENTRALE,POTENZA INFERIORE,171.554
NAPOLI CENTRALE,PRAJA AJETA TORTORA,200.633
NAPOLI CENTRALE,PRATO CENTRALE,484.974
NAPOLI CENTRALE,PRIVERNO FOSSANOVA,128.43
NAPOLI CENTRALE,REGGIO CALABRIA CENTRALE,445.347
NAPOLI CENTRALE,REGGIO DI CALABRIA CENTRALE,445.347
NAPOLI CENTRALE,ROCCA D EVANDRO,84.422
NAPOLI CENTRALE,ROCCA RAVINDOLA,106.555
NAPOLI CENTRALE,ROMA CASILINA,208.727
NAPOLI CENTRALE,ROMA OSTIENSE,214.8
NAPOLI CENTRALE,ROMA PRENESTINA,213.943
NAPOLI CENTRALE,ROMA S PIETRO,220.019
NAPOLI CENTRALE,ROMA TERMINI,213.708
NAPOLI CENTRALE,ROMA TIBURTINA,213.776
NAPOLI CENTRALE,ROMA TUSCOLANA,211.918
NAPOLI CENTRALE,ROVIGO,637.921
NAPOLI CENTRALE,S ANTIMO S ARPINO,15.394
NAPOLI CENTRALE,S LORENZO MAGGIORE,66.023
NAPOLI CENTRALE,S MARCELLINO FRIGNANO,23.961
NAPOLI CENTRALE,S MARIA CAPUA VETERE,39.249
NAPOLI CENTRALE,S MARIA LA BRUNA,16.923
NAPOLI CENTRALE,SALERNO,51.424
NAPOLI CENTRALE,SAPRI,176.062
NAPOLI CENTRALE,SESSA AURUNCA R,60.693
NAPOLI CENTRALE,SESSA AURUNCA ROCCAMONFINA,60.444
NAPOLI CENTRALE,SESTRI LEVANTE,654.34
NAPOLI CENTRALE,SIBARI,343.975
NAPOLI CENTRALE,SOLOPACA,58.11
NAPOLI CENTRALE,SPARANISE,59.393
NAPOLI CENTRALE,TARANTO,313.686
NAPOLI CENTRALE,TELESE CERRETO,53.898
NAPOLI CENTRALE,TORINO PORTA NUOVA,858.3
NAPOLI CENTRALE,TORINO PORTA SUSA,859.872
NAPOLI CENTRALE,TORINO STURA,865.822
NAPOLI CENTRALE,TORRE ANNUNZIATA CENTRALE,22.087
NAPOLI CENTRALE,TORRICOLA,201.674
NAPOLI CENTRALE,TRENTO,761.063
NAPOLI CENTRALE,TRIESTE CENTRALE,854.329
NAPOLI CENTRALE,UDINE,835.359
NAPOLI CENTRALE,VAIRANO,78.796
NAPOLI CENTRALE,VAIRANO CAIANELLO,78.796
NAPOLI CENTRALE,VALLE DI MADDALONI,34.545
NAPOLI CENTRALE,VALLO DELLA LUC CASTELNUOVO,121.484
NAPOLI CENTRALE,VALLO DELLA LUCANIA CASTELNUOVO,121.484
NAPOLI CENTRALE,VENAFRO,100.12
NAPOLI CENTRALE,VENEZIA MESTRE,710.725
NAPOLI CENTRALE,VENEZIA S LUCIA,718.608
NAPOLI CENTRALE,VERONA PORTA NUOVA,674.969
NAPOLI CENTRALE,VERONA PORTA VESCOVO,678.334
NAPOLI CENTRALE,VILLA LITERNO,33.552
NAPOLI CENTRALE,VILLA S GIOVANNI,431.267
NAPOLI CENTRALE,VINCHIATURO,154.624
NAPOLI CENTRALE,ZAGAROLO,188.93
NAPOLI GIANTURCO,CASTELLAMMARE DI STABIA,26.174
NAPOLI GIANTURCO,NAPOLI CAMPI FLEGREI,9.877
NAPOLI GIANTURCO,NAPOLI S GIOV BARRA,3.293
NAPOLI GIANTURCO,NAPOLI S GIOVANNI BARRA,3.888
NAPOLI GIANTURCO,POZZUOLI SOLFATARA,16.808
NAPOLI GIANTURCO,ROMA TERMINI,213.828
NAPOLI GIANTURCO,SALERNO,50.181
NAPOLI PIAZZA AMEDEO,NAPOLI CAMPI FLEGREI,4.11
NAPOLI PIAZZA GARIBALDI,NAPOLI CAMPI FLEGREI,8.485
NAPOLI PIAZZA GARIBALDI,POZZUOLI SOLFATARA,15.416
NAPOLI S GIOV BARRA,BENEVENTO,75.312
NAPOLI S GIOV BARRA,CASTELLAMMARE DI STABIA,25.812
NAPOLI S GIOV BARRA,CAVALLEGGERI AOSTA,13.8
NAPOLI S GIOV BARRA,COSENZA,289.752
NAPOLI S GIOV BARRA,EBOLI,73.102
NAPOLI S GIOV BARRA,NAPOLI CAMPI FLEGREI,13.17
NAPOLI S GIOV BARRA,NAPOLI CENTRALE,4.536
NAPOLI S GIOV BARRA,NAPOLI GIANTURCO,3.293
NAPOLI S GIOV BARRA,NAPOLI MERGELLINA,10.715
NAPOLI S GIOV BARRA,NAPOLI MONTESANTO,7.566
NAPOLI S GIOV BARRA,NAPOLI PIAZZA GARIBALDI,4.688
NAPOLI S GIOV BARRA,NAPOLI PIAZZA LEOPARDI,12.616
NAPOLI S GIOV BARRA,NOCERA INFERIORE,33.281
NAPOLI S GIOV BARRA,PAOLA,264.165
NAPOLI S GIOV BARRA,POZZUOLI SOLFATARA,20.101
NAPOLI S GIOV BARRA,SALERNO,46.895
NAPOLI S GIOV BARRA,SAPRI,171.533
NAPOLI S GIOV BARRA,TORRE ANNUNZIATA CENTRALE,17.557
NAPOLI S GIOV BARRA,VILLA LITERNO,35.604
NAPOLI S GIOVANNI BARRA,CASTELLAMMARE DI STABIA,26.407
NAPOLI S GIOVANNI BARRA,CAVALLEGGERI AOSTA,14.395
NAPOLI S GIOVANNI BARRA,NAPOLI CAMPI FLEGREI,13.765
NAPOLI S GIOVANNI BARRA,NAPOLI GIANTURCO,3.888
NAPOLI S GIOVANNI BARRA,NAPOLI PIAZZA AMEDEO,9.655
NAPOLI S GIOVANNI BARRA,NAPOLI PIAZZA CAVOUR,6.829
NAPOLI S GIOVANNI BARRA,NOCERA INFERIORE,32.686
NAPOLI S GIOVANNI BARRA,PAOLA,263.57
NAPOLI S GIOVANNI BARRA,POZZUOLI SOLFATARA,20.696
NAPOLI S GIOVANNI BARRA,S MARIA LA BRUNA,11.798
NAPOLI S GIOVANNI BARRA,SALERNO,46.3
