partenza,arrivo,km
CASSINO,COLLARMELE,116.166
CASSINO,COLLEFERRO SEGNI PALIANO,84.394
CASSINO,FROSINONE,52.503
CASSINO,ISERNIA,49.134
CASSINO,MOROLO,65.836
CASSINO,NAPOLI CENTRALE,93.109
CASSINO,PIEDIMONTE VILLA S LUCIA AQUINO,8.994
CASSINO,PIGNATARO MAGGIORE,57.308
CASSINO,ROCCA D EVANDRO S VITTORE,9.61
CASSINO,ROCCA RAVINDOLA,31.615
CASSINO,ROCCASECCA,16.989
CASSINO,ROMA OSTIENSE,138.956
CASSINO,ROMA TERMINI,135.737
CASSINO,ROMA TIBURTINA,134.422
CASSINO,ROMA TUSCOLANA,135.346
CASSINO,S AGAPITO LONGANO,42.603
CASSINO,S MARIA CAPUA VETERE,62.895
CASSINO,SGURGOLA,70.546
CASSINO,SORA,46.565
CASSINO,SPARANISE,51.274
CASSINO,SULMONA,161.301
CASSINO,TEANO,43.978
CASSINO,TORA PRESENZANO,24.562
CASSINO,VAIRANO CAIANELLO,31.903
CASSINO,VALMONTONE,92.427
CASSINO,ZAGAROLO,103.13
CASTAGNARO,ROVIGO,35.823
CASTAGNARO,VERONA PORTA NUOVA,58.818
CASTAGNOLE DELLE LANZE,ASTI,20.128
CASTAGNOLE DELLE LANZE,MILANO CENTRALE,153.081
CASTAGNOLE DELLE LANZE,TORINO PORTA NUOVA,75.907
CASTEL D ARIO,MONSELICE,65.284
CASTEL GANDOLFO,CIAMPINO,11.892
CASTEL GANDOLFO,ROMA TERMINI,25.813
CASTEL LAGOPESOLE,POTENZA CENTRALE,23.86
CASTEL MADAMA,AVEZZANO,59.777
CASTEL MADAMA,PESCARA,192.967
CASTEL S GIOVANNI,MILANO GRECO PIRELLI,78.638
CASTEL S GIOVANNI,PIACENZA,21.878
CASTEL S GIOVANNI,RIMINI,280.439
CASTEL S GIOVANNI,VOGHERA,36.517
CASTEL S PIETRO TERME,ANCONA,180.962
CASTEL S PIETRO TERME,BOLOGNA CENTRALE,23.079
CASTEL S PIETRO TERME,CESENATICO,88.046
CASTEL S PIETRO TERME,FERRARA,69.361
CASTEL S PIETRO TERME,GENOVA BRIGNOLE,308.088
CASTEL S PIETRO TERME,MILANO PORTA GARIBALDI,239.671
CASTEL S PIETRO TERME,PARMA,113.471
CASTEL S PIETRO TERME,PESCARA,326.935
CASTEL S PIETRO TERME,PIACENZA,170.553
CASTEL S PIETRO TERME,RAVENNA,59.437
CASTEL S PIETRO TERME,RIMINI,88.008
CASTEL S PIETRO TERME,S PIETRO IN CASALE,46.41
CASTEL SANGRO,SULMONA,76.82
CASTELBOLOGNESE RIOLO TERME,ANCONA,162.164
CASTELBOLOGNESE RIOLO TERME,BOLOGNA CENTRALE,41.877
CASTELBOLOGNESE RIOLO TERME,PESARO,102.59
CASTELBOLOGNESE RIOLO TERME,PIACENZA,189.351
CASTELBOLOGNESE RIOLO TERME,RAVENNA,40.639
CASTELBOLOGNESE RIOLO TERME,RIMINI,69.21
CASTELDARNE,BRUNICO,8.743
CASTELDARNE,S CANDIDO,40.81
CASTELFRANCO EMILIA,BOLOGNA CENTRALE,25.008
CASTELFRANCO EMILIA,MILANO ROGOREDO,180.437
CASTELFRANCO EMILIA,PARMA,65.384
CASTELFRANCO VENETO,BASSANO DEL GRAPPA,19.148
CASTELFRANCO VENETO,BELLUNO,81.344
CASTELFRANCO VENETO,CAMPOSAMPIERO,12.057
CASTELFRANCO VENETO,FELTRE,50.811
CASTELFRANCO VENETO,MAERNE MARTELLAGO,24.636
CASTELFRANCO VENETO,MONTEBELLUNA,16.315
CASTELFRANCO VENETO,NOALE SCORZE,17.298
CASTELFRANCO VENETO,PADOVA,30.236
CASTELFRANCO VENETO,ROMA TIBURTINA,496.508
CASTELFRANCO VENETO,TREVISO CENTRALE,24.529
CASTELFRANCO VENETO,VENEZIA MESTRE,35.128
CASTELFRANCO VENETO,VENEZIA S LUCIA,43.562
CASTELFRANCO VENETO,VICENZA,35.531
CASTELFRANCO VENETO,VIGODARZERE,25.284
CASTELGUELFO,AGROPOLI CASTELLABATE,756.618
CASTELGUELFO,MILANO CENTRALE,112.23
CASTELLALTO CANZANO,CHIETI,70.313
CASTELLALTO CANZANO,GIULIANOVA,17.557
CASTELLALTO CANZANO,PESCARA,55.171
CASTELLALTO CANZANO,TERAMO,7.52
CASTELLALTO CANZANO,TERMOLI,144.639
CASTELLAMMARE DEL GOLFO,CASTELVETRANO,47.812
CASTELLAMMARE STABIA,NAPOLI CAMPI FLEGREI,36.346
CASTELLAMMARE STABIA,NAPOLI GIANTURCO,26.492
CASTELLAMMARE STABIA,NAPOLI S GIOVANNI BARRA,22.911
CASTELLAMMARE STABIA,S MARIA LA BRUNA,10.891
CASTELLAMMARE STABIA,TORRE ANNUNZIATA CENTRALE,5.706
CASTELLEONE,CREMONA,33.505
CASTELLEONE,MILANO PORTA GARIBALDI,66.016
CASTELLEONE,TREVIGLIO,31.071
CASTELLINA IN CHIANTI MONTERIGGIONI,EMPOLI,48.777
CASTELLINA IN CHIANTI MONTERIGGIONI,FIRENZE S MARIA NOVELLA,79.327
CASTELLINA IN CHIANTI MONTERIGGIONI,SIENA,14.233
CASTELLO GODEGO,CASTELFRANCO VENETO,5.241
CASTELLO GODEGO,VENEZIA MESTRE,40.369
CASTELLO GODEGO,VENEZIA S LUCIA,48.803
CASTELLUCCHIO,CODOGNO,78.659
CASTELLUCCHIO,MILANO CENTRALE,138.037
CASTELMAGGIORE,BOLOGNA CENTRALE,9.947
CASTELMAGGIORE,FERRARA,36.883
CASTELMAGGIORE,IMOLA,43.5
CASTELMAGGIORE,PADOVA,112.628
CASTELMAGGIORE,ROVIGO,68.879
CASTELMAGGIORE,VENEZIA MESTRE,141.127
CASTELMAGGIORE,VENEZIA S LUCIA,149.561
CASTELNUOVO BERARDENGA,CHIUSI CHIANCIANO TERME,72.364
CASTELNUOVO GARFAGNANA,DIECIMO PESCAGLIA,28.507
CASTELNUOVO GARFAGNANA,LUCCA,44.924
CASTELNUOVO GARFAGNANA,PISA CENTRALE,68.003
CASTELNUOVO GARFAGNANA,S GIULIANO TERME,59.737
CASTELNUOVO GARFAGNANA,S PIETRO A VICO,39.691
CASTELNUOVO GARFAGNANA,VIAREGGIO,67.934
CASTELPLANIO CUPRAMONTANA,ANCONA,41.469
CASTELPLANIO CUPRAMONTANA,FABRIANO,28.792
CASTELPLANIO CUPRAMONTANA,FALCONARA MARITTIMA,32.772
CASTELPLANIO CUPRAMONTANA,FOLIGNO,86.724
CASTELPLANIO CUPRAMONTANA,JESI,14.746
CASTELPLANIO CUPRAMONTANA,RIMINI,117.029
CASTELPLANIO CUPRAMONTANA,ROMA TERMINI,250.001
CASTELVETRANO,ALCAMO DIRAMAZIONE,41.755
CASTELVETRANO,BALESTRATE,56.97
CASTELVETRANO,CAMPOBELLO MAZARA,8.466
CASTELVETRANO,CINISI TERRASINI,81.865
CASTELVETRANO,MARAUSA,60.677
CASTELVETRANO,MARSALA,43.706
CASTELVETRANO,MAZARA DEL VALLO,22.676
CASTELVETRANO,MOZIA BIRGI,55.662
CASTELVETRANO,PACECO,69.777
CASTELVETRANO,PALERMO CENTRALE,119.846
CASTELVETRANO,PARTINICO,68.059
CASTELVETRANO,PETROSINO STRASATTI,34.05
CASTELVETRANO,PIRAINETO,88.169
CASTELVETRANO,TRAPANI,74.363
CASTELVETRANO,TRAPPETO,59.976
CASTELVETRO,CASTIONE DEI MARCHESI,21.939
CASTELVETRO,CREMONA,6.087
CASTELVETRO,FIDENZA,27.806
CASTENASO,BOLOGNA CENTRALE,106.951
CASTENASO,PORTOMAGGIORE,36.708
CASTIGLION FIORENTINO,FIRENZE S MARIA NOVELLA,83.176
CASTIGLIONE COSENTINO,LAMEZIA TERME CENTRALE,75.21
CASTIGLIONE COSENTINO,NAPOLI CENTRALE,289.541
CASTIGLIONE COSENTINO,PAOLA,21.551
CASTIGLIONE COSENTINO,REGGIO CALABRIA CENTRALE,195.529
CASTIGLIONE COSENTINO,SAPRI,113.763
CASTIGLIONE COSENTINO,SIBARI,59.545
CASTIONE ANDEVENNO,LECCO,74.271
CASTIONE DEI MARCHESI,CREMONA,28.026
CASTIONE DEI MARCHESI,FIDENZA,5.867
CASTRONNO,TREVIGLIO,82.3
CATANIA ACQUICELLA,CATANIA CENTRALE,2.882
CATANIA ACQUICELLA,MESSINA CENTRALE,97.653
CATANIA ACQUICELLA,PALERMO CENTRALE,237.651
CATANIA ACQUICELLA,SIRACUSA,80.072
CATANIA ACQUICELLA,TAORMINA GIARDINI,50.644
CATANIA AEROPORTO FONTANAROSSA,ACIREALE,18.246
CATANIA AEROPORTO FONTANAROSSA,ALCANTARA,48.634
CATANIA AEROPORTO FONTANAROSSA,ALI TERME,76.153
CATANIA AEROPORTO FONTANAROSSA,CANNIZZARO,11.009
CATANIA AEROPORTO FONTANAROSSA,CATANIA CENTRALE,5.192
CATANIA AEROPORTO FONTANAROSSA,FIUMEFREDDO SICILIA,43.225
CATANIA AEROPORTO FONTANAROSSA,GIAMPILIERI,84.609
CATANIA AEROPORTO FONTANAROSSA,GIARRE RIPOSTO,35.003
CATANIA AEROPORTO FONTANAROSSA,LETOJANNI,57.897
CATANIA AEROPORTO FONTANAROSSA,MESSINA CENTRALE,99.963
CATANIA AEROPORTO FONTANAROSSA,TAORMINA GIARDINI,52.954
CATANIA CENTRALE,ACIREALE,13.054
CATANIA CENTRALE,ALCANTARA,43.442
CATANIA CENTRALE,ALI TERME,70.961
CATANIA CENTRALE,AUGUSTA,56.038
CATANIA CENTRALE,BAGHERIA,227.327
CATANIA CENTRALE,BICOCCA,7.427
CATANIA CENTRALE,CALTAGIRONE,89.162
CATANIA CENTRALE,CALTANISSETTA CENTRALE,121.12
CATANIA CENTRALE,CALTANISSETTA XIRBI,114.786
CATANIA CENTRALE,CANNIZZARO,5.817
CATANIA CENTRALE,CATANIA ACQUICELLA,2.882
CATANIA CENTRALE,CATANIA AEROPORTO FONTANAROSSA,5.192
CATANIA CENTRALE,CATENANUOVA CENTURIPE,44.515
CATANIA CENTRALE,CONTESSE,90.309
CATANIA CENTRALE,DITTAINO,68.026
CATANIA CENTRALE,ENNA,88.606
CATANIA CENTRALE,FILDIDONNA,44.568
CATANIA CENTRALE,FIUMEFREDDO SICILIA,38.033
CATANIA CENTRALE,GALATI,84.592
CATANIA CENTRALE,GIAMPILIERI,79.417
CATANIA CENTRALE,GIARRE RIPOSTO,29.811
CATANIA CENTRALE,GRAMMICHELE,76.496
CATANIA CENTRALE,LENTINI,28.541
CATANIA CENTRALE,LENTINI DIRAMAZIONE,22.889
CATANIA CENTRALE,LEONFORTE PIRATO,77.496
CATANIA CENTRALE,LETOJANNI,52.705
CATANIA CENTRALE,MESSINA CENTRALE,94.771
CATANIA CENTRALE,MILANO CENTRALE,1302.698
CATANIA CENTRALE,MILAZZO,123.387
CATANIA CENTRALE,MILITELLO,51.268
CATANIA CENTRALE,MINEO,55.862
CATANIA CENTRALE,MODICA,174.652
CATANIA CENTRALE,PALERMO CENTRALE,240.533
CATANIA CENTRALE,PRIOLO MELILLI,69.321
CATANIA CENTRALE,RADDUSA AGIRA,62.27
CATANIA CENTRALE,ROCCALUMERA MANDANICI,66.318
CATANIA CENTRALE,ROCCAPALUMBA ALIA,171.359
CATANIA CENTRALE,ROMA TERMINI,743.363
CATANIA CENTRALE,S AGATA MILITELLO,190.295
CATANIA CENTRALE,S TERESA RIVA,62.578
CATANIA CENTRALE,SCORDIA,36.508
CATANIA CENTRALE,SIRACUSA,82.954
CATANIA CENTRALE,TAORMINA GIARDINI,47.762
CATANIA CENTRALE,TERMINI IMERESE,204.118
CATANIA CENTRALE,VALLELUNGA,145.651
CATANIA CENTRALE,VILLAROSA,99.499
CATANIA CENTRALE,VIZZINI LICODIA,64.829
CATANZARO LIDO,ARDORE,90.668
CATANZARO LIDO,BADOLATO,30.88
CATANZARO LIDO,BIANCO,101.853
CATANZARO LIDO,BOTRICELLO,24.814
CATANZARO LIDO,BOVA MARINA,135.01
CATANZARO LIDO,BOVALINO,94.447
CATANZARO LIDO,BRANCALEONE,116.59
CATANZARO LIDO,CALOPEZZATI,129.78
CATANZARO LIDO,CARIATI,114.816
CATANZARO LIDO,CATANZARO,7.53
CATANZARO LIDO,CIRO,91.829
CATANZARO LIDO,CONDOFURI,139.353
CATANZARO LIDO,CORIGLIANO CALABRO,157.777
CATANZARO LIDO,COSENZA,122.705
CATANZARO LIDO,CROPANI,20.773
CATANZARO LIDO,CROTONE,59.754
CATANZARO LIDO,CRUCOLI,105.37
CATANZARO LIDO,CUTRO,42.995
CATANZARO LIDO,FERRUZZANO,110.299
CATANZARO LIDO,GIOIOSA JONICA,73.069
CATANZARO LIDO,LAMEZIA TERME CENTRALE,43.16
CATANZARO LIDO,LAMEZIA TERME NICASTRO,34.067
CATANZARO LIDO,LECCE,389.858
CATANZARO LIDO,LOCRI,82.54
CATANZARO LIDO,MANDATORICCIO CAMPANA,120.857
CATANZARO LIDO,MARCELLINARA,18.3
CATANZARO LIDO,MELITO PORTO SALVO,147.737
CATANZARO LIDO,MONASTERACE STILO,46.016
CATANZARO LIDO,PALIZZI,129.241
CATANZARO LIDO,PM FEROLETO ANTICO PIANOPOLI,28.37
CATANZARO LIDO,PM ISOLA CAPO RIZZUTO,53.407
CATANZARO LIDO,REGGIO CALABRIA CENTRALE,163.479
CATANZARO LIDO,REGGIO CALABRIA PELLARO,167.49
CATANZARO LIDO,REGGIO CALABRIA S GREGORIO,169.393
CATANZARO LIDO,ROCCELLA JONICA,65.951
CATANZARO LIDO,S CATERINA DELLO JONIO,35.562
CATANZARO LIDO,SALINE REGGIO,154.541
CATANZARO LIDO,SELLIA MARINA,16.09
CATANZARO LIDO,SIBARI,172.387
CATANZARO LIDO,SIDERNO,77.211
CATANZARO LIDO,SIMERI CRICHI,11.274
CATANZARO LIDO,SOVERATO,18.21
CATANZARO LIDO,SQUILLACE,6.248
CATANZARO LIDO,STRONGOLI,75.9
CATANZARO LIDO,TARANTO,294.624
CATANZARO LIDO,TORRE MELISSA,84.533
CATANZARO LIDO,VILLA S GIOVANNI,149.391
CATENANUOVA CENTURIPE,CALTANISSETTA CENTRALE,76.605
CATTOLICA S GIOVANNI GABICCE,ANCONA,74.675
CATTOLICA S GIOVANNI GABICCE,BOLOGNA CENTRALE,129.366
CATTOLICA S GIOVANNI GABICCE,CASTEL S PIETRO TERME,106.287
CATTOLICA S GIOVANNI GABICCE,FAENZA,80.259
CATTOLICA S GIOVANNI GABICCE,FERRARA,140.739
CATTOLICA S GIOVANNI GABICCE,FORLI,64.548
CATTOLICA S GIOVANNI GABICCE,MILANO CENTRALE,344.068
CATTOLICA S GIOVANNI GABICCE,PIACENZA,276.84
CATTOLICA S GIOVANNI GABICCE,RAVENNA,68.119
CATTOLICA S GIOVANNI GABICCE,RIMINI,18.279
CATTOLICA S GIOVANNI GABICCE,ROVIGO,172.735
CATTOLICA S GIOVANNI GABICCE,SANTARCANGELO ROMAGNA,28.048
CATTOLICA S GIOVANNI GABICCE,TORINO PORTA NUOVA,463.428
CATTOLICA S GIOVANNI GABICCE,VENEZIA S LUCIA,253.417
CAVA CARBONARA,ALESSANDRIA,55.731
CAVA CARBONARA,MORTARA,29.905
CAVA CARBONARA,PAVIA,7.499
CAVA CARBONARA,TORREBERETTI,35.56
CAVA CARBONARA,VALENZA,41.786
CAVA CARBONARA,VERCELLI,57.42
CAVA TIGOZZI,BELGIOIOSO,54.204
CAVA TIGOZZI,CODOGNO,22.159
CAVA TIGOZZI,MILANO CENTRALE,81.537
CAVA TIGOZZI,MILANO LAMBRATE,77.739
CAVA TIGOZZI,MILANO ROGOREDO,71.951
CAVA TIGOZZI,PAVIA,68.637
CAVALLEGGERI AOSTA,NAPOLI CAMPI FLEGREI,0.633
CAVALLERMAGGIORE,BRA,12.896
CAVALLERMAGGIORE,CARMAGNOLA,16.129
CAVALLERMAGGIORE,CEVA,57.069
CAVALLERMAGGIORE,CIRIE,69.031
CAVALLERMAGGIORE,CUNEO,44.052
CAVALLERMAGGIORE,FOSSANO,18.913
CAVALLERMAGGIORE,SAVONA,102.715
CAVALLERMAGGIORE,TORINO LINGOTTO,40.21
CAVALLERMAGGIORE,TORINO PORTA NUOVA,44.528
CAVALLERMAGGIORE,TORINO REBAUDENGO FOSSATA,49.569
CAVALLERMAGGIORE,TORINO STURA,53.052
CAVALLERMAGGIORE,VENTIMIGLIA,202.252
CAVAZZALE,SCHIO,23.428
CAVAZZALE,THIENE,13.96
CAVAZZALE,VICENZA,7.756
CECCHINA,CIAMPINO,14.39
CECCHINA,ROMA TERMINI,28.311
CECCHINA,ROMA TIBURTINA,28.363
CECCHINA,VELLETRI,12.696
CECINA,CAMPIGLIA MARITTIMA,34.84
CECINA,CASERTA,476.004
CECINA,FIRENZE S MARIA NOVELLA,128.427
CECINA,GROSSETO,93.948
CECINA,MILANO CENTRALE,331.24
CECINA,NAPOLI CENTRALE,486.661
CECINA,PISA CENTRALE,50.816
CECINA,VOLTERRA SALINE POMARANCE,29.484
CEDEGOLO,PILZONE,57.873
CEFALU,ALTAVILLA MILICIA,45.834
CEFALU,BAGHERIA,52.996
CEFALU,CAMPOFELICE,13.409
CEFALU,CARINI,90.164
CEFALU,ISOLA DELLE FEMMINE,82.232
CEFALU,MESSINA CENTRALE,156.97
CEFALU,PALERMO AEROPORTO,99.249
CEFALU,PALERMO CENTRALE,66.202
CEFALU,PALERMO NOTARBARTOLO,70.126
CEFALU,S AGATA MILITELLO,58.484
CEFALU,TERMINI IMERESE,29.787
CELLE BULGHERIA ROCCAGLORIOSA,NAPOLI CENTRALE,154.333
CENGIO,FOSSANO,54.757
CENTALLO,TORINO PORTA NUOVA,75.383
CEREA,ROVIGO,54.42
CEREA,VERONA PORTA NUOVA,40.221
CERIGNOLA CAMPAGNA,BARI CENTRALE,88.324
CERTALDO,EMPOLI,24.858
CERTALDO,FIRENZE S MARIA NOVELLA,55.408
CERTALDO,SIENA,38.152
CERTOSA PAVIA,GARBAGNATE MILANESE,43.063
CERTOSA PAVIA,MILANO BOVISA,32.44
CERTOSA PAVIA,MILANO CENTRALE,30.451
CERTOSA PAVIA,PIACENZA,66.352
CERTOSA PAVIA,STRADELLA,36.76
CERVIA MILANO MARITTIMA,BOLOGNA CENTRALE,103.706
CERVIA MILANO MARITTIMA,CESENATICO,7.419
CERVIA MILANO MARITTIMA,MILANO CENTRALE,318.408
CERVIA MILANO MARITTIMA,PESARO,62.03
CERVIA MILANO MARITTIMA,RAVENNA,21.19
CERVIA MILANO MARITTIMA,RIMINI,28.65
CERVIA MILANO MARITTIMA,RUSSI,37.547
CERVIGNANO AQUILEIA GRADO,CARNIA,68.013
CERVIGNANO AQUILEIA GRADO,GEMONA DEL FRIULI,56.543
CERVIGNANO AQUILEIA GRADO,PORTOGRUARO CAORLE,41.996
CERVIGNANO AQUILEIA GRADO,TARVISIO BOSCOVERDE,117.134
CERVIGNANO AQUILEIA GRADO,TRIESTE CENTRALE,43.664
CERVIGNANO AQUILEIA GRADO,UDINE,28.344
CERVIGNANO AQUILEIA GRADO,VENEZIA MESTRE,115.368
CERVIGNANO AQUILEIA GRADO,VENEZIA S LUCIA,123.802
CESANO MADERNO,MILANO ROGOREDO,26.654
CESANO ROMA,BRACCIANO,16.243
CESANO ROMA,FARA SABINA MONTELIBRETTI,68.029
CESANO ROMA,LA GIUSTINIANA,11.498
CESANO ROMA,LA STORTA,8.614
CESANO ROMA,MONTEROTONDO MENTANA,56.481
CESANO ROMA,QUATTRO VENTI,25.412
CESANO ROMA,ROMA NOMENTANA LL,38.216
CESANO ROMA,ROMA OSTIENSE,28.196
CESANO ROMA,ROMA S PIETRO,23.358
CESANO ROMA,ROMA TIBURTINA,35.563
CESANO ROMA,ROMA TRASTEVERE,26.667
CESANO ROMA,ROMA TUSCOLANA,31.806
CESANO ROMA,VITERBO PORTA ROMANA,58.525
CESENA,ANCONA,121.372
CESENA,BOLOGNA CENTRALE,82.669
CESENA,FAENZA,33.562
CESENA,FIRENZE CAMPO MARTE,133.049
CESENA,IMOLA,48.568
CESENA,LECCE,712.731
CESENA,MILANO CENTRALE,297.371
CESENA,PARMA,173.061
CESENA,PIACENZA,230.143
CESENA,RIMINI,28.418
CESENATICO,BOLOGNA CENTRALE,111.125
CESENATICO,MILANO CENTRALE,325.827
CESENATICO,PESARO,54.611
CESENATICO,RAVENNA,28.609
CESENATICO,RIMINI,21.231
CETRARO,PAOLA,19.106
CEVA,CARMAGNOLA,73.198
CEVA,CAVALLERMAGGIORE,57.069
CEVA,FOSSANO,38.156
CEVA,MONDOVI,19.171
CEVA,S GIUSEPPE CAIRO,25.353
CEVA,SAVONA,45.646
CEVA,TORINO PORTA NUOVA,101.597
CHIAVARI,GENOVA BRIGNOLE,35.112
CHIAVARI,LA SPEZIA CENTRALE,48.93
CHIAVARI,MILANO CENTRALE,177.3
CHIAVARI,PISA CENTRALE,123.514
CHIAVARI,ROMA TERMINI,452.805
CHIAVARI,SAVONA,80.069
CHIAVENNA,COLICO,26.282
CHIAVENNA,DUBINO,19.948
CHIAVENNA,LECCO,65.261
CHIAVENNA,MILANO CENTRALE,113.997
CHIAVENNA,MILANO PORTA GARIBALDI,114.63
CHIAVENNA,NOVATE MEZZOLA,13.687
CHIAVENNA,S CASSIANO VALCHIAVENNA,5.956
CHIAVENNA,VARENNA ESINO,43.672
CHIAVENNA,VERCEIA,15.897
CHIERI,BOSCONERO,48.838
CHIERI,FELETTO,53.122
CHIERI,MONCALIERI,13.584
CHIERI,S BENIGNO,43.131
CHIERI,TORINO LINGOTTO,17.276
CHIERI,TORINO PORTA SUSA,23.126
CHIERI,TORINO REBAUDENGO FOSSATA,26.635
CHIERI,TORINO STURA,30.118
CHIERI,TROFARELLO,8.564
CHIERI,VOLPIANO,41.091
CHIETI,AVEZZANO,118.048
CHIETI,CASTELLALTO CANZANO,70.313
CHIETI,GIULIANOVA,52.756
CHIETI,PESCARA,15.142
CHIETI,PINETO ATRI,34.381
CHIETI,ROMA TERMINI,225.128
CHIETI,ROMA TIBURTINA,223.813
CHIETI,SULMONA,53.191
CHIETI,TERAMO,77.833
CHIEUTI SERRACAPRIOLA,FOGGIA,66.751
CHIGNOLO PO,CODOGNO,18.031
CHIGNOLO PO,CREMONA,45.361
CHIGNOLO PO,PAVIA,28.447
CHIOGGIA,LAMA,42.824
CHIOGGIA,LEGNAGO,102.856
CHIOGGIA,LOREO,20.15
CHIOGGIA,ROVIGO,55.792
CHIOGGIA,VERONA PORTA NUOVA,150.433
CHIOMONTE,TORINO PORTA NUOVA,59.465
CHIUSI CHIANCIANO TERME,ARBIA,79.282
CHIUSI CHIANCIANO TERME,AREZZO,56.422
CHIUSI CHIANCIANO TERME,ASCIANO,57.325
CHIUSI CHIANCIANO TERME,CASTELLINA IN CHIANTI MONTERIGGIONI,103.229
CHIUSI CHIANCIANO TERME,CASTELNUOVO BERARDENGA,72.364
CHIUSI CHIANCIANO TERME,CASTIGLION FIORENTINO,45.405
CHIUSI CHIANCIANO TERME,EMPOLI,147.4
CHIUSI CHIANCIANO TERME,FIGLINE VALDARNO,93.995
CHIUSI CHIANCIANO TERME,FIRENZE CAMPO MARTE,114.777
CHIUSI CHIANCIANO TERME,FIRENZE CASTELLO,122.222
CHIUSI CHIANCIANO TERME,FIRENZE S MARIA NOVELLA,118.742
CHIUSI CHIANCIANO TERME,FOLIGNO,110.729
CHIUSI CHIANCIANO TERME,GRANAIOLO,141.468
CHIUSI CHIANCIANO TERME,MONTECATINI TERME MONSUMMANO,163.265
CHIUSI CHIANCIANO TERME,MONTEPULCIANO,18.819
CHIUSI CHIANCIANO TERME,ORTE,76.229
CHIUSI CHIANCIANO TERME,PERUGIA,71.149
CHIUSI CHIANCIANO TERME,PISTOIA,150.29
CHIUSI CHIANCIANO TERME,POGGIBONSI S GIMIGNANO,114.137
CHIUSI CHIANCIANO TERME,PONTASSIEVE,113.705
CHIUSI CHIANCIANO TERME,PONTE A ELSA,147.297
CHIUSI CHIANCIANO TERME,PONTICINO,71.486
CHIUSI CHIANCIANO TERME,PRATO CENTRALE,133.236
CHIUSI CHIANCIANO TERME,RAPOLANO TERME,51.042
CHIUSI CHIANCIANO TERME,ROMA OSTIENSE,145.842
CHIUSI CHIANCIANO TERME,ROMA TERMINI,142.98
CHIUSI CHIANCIANO TERME,ROMA TIBURTINA,138.475
CHIUSI CHIANCIANO TERME,S GIOVANNI VALDARNO,86.461
CHIUSI CHIANCIANO TERME,SIENA,88.996
CHIUSI CHIANCIANO TERME,SINALUNGA,32.637
CHIUSI CHIANCIANO TERME,TERNI,103.755
CHIUSI CHIANCIANO TERME,TERONTOLA CORTONA,28.529
CHIUSI CHIANCIANO TERME,TORINO LINGOTTO,510.326
CHIVASSO,AIRASCA,49.558
CHIVASSO,ALESSANDRIA,81.126
CHIVASSO,ASTI,80.643
CHIVASSO,BIELLA S PAOLO,57.406
CHIVASSO,BIVIO CASTELROSSO,3.532
CHIVASSO,BORGO REVEL,10.546
CHIVASSO,BORGO S MARTINO,55.541
CHIVASSO,CALUSO,13.922
CHIVASSO,CANDIA CANAVESE,17.42
CHIVASSO,CANDIOLO,39.552
CHIVASSO,CASALE MONFERRATO,48.4
CHIVASSO,CASALE POPOLO,44.907
CHIVASSO,CRESCENTINO,17.642
CHIVASSO,FONTANETTO PO,24.061
CHIVASSO,GIAROLE,60.221
CHIVASSO,IVREA,32.46
CHIVASSO,LIVORNO FERRARIS,18.152
CHIVASSO,MILANO CENTRALE,123.669
CHIVASSO,MILANO PORTA GARIBALDI,119.892
CHIVASSO,MONCALIERI SANGONE,32.469
CHIVASSO,MORANO SUL PO,38.502
CHIVASSO,NICHELINO,34.765
CHIVASSO,NONE,44.929
CHIVASSO,NOVARA,71.689
CHIVASSO,PINEROLO,62.209
CHIVASSO,PINEROLO OLIMPICA,61.263
CHIVASSO,PISCINA PINEROLO,54.19
CHIVASSO,SANTHIA,30.682
CHIVASSO,STRAMBINO,23.383
CHIVASSO,TORINO LINGOTTO,29.182
CHIVASSO,TORINO PORTA NUOVA,28.367
CHIVASSO,TORINO PORTA SUSA,23.332
CHIVASSO,TORINO REBAUDENGO FOSSATA,19.826
CHIVASSO,TORINO STURA,16.34
CHIVASSO,TRINO VERCELLESE,32.432
CHIVASSO,VALENZA,67.181
CHIVASSO,VERCELLI,49.803
CIAMPINO,ALBANO LAZIALE,14.493
CIAMPINO,BOIANO,201.283
CIAMPINO,CASSINO,124.061
CIAMPINO,CASTEL GANDOLFO,11.892
CIAMPINO,CECCHINA,14.39
CIAMPINO,COLLEFERRO SEGNI PALIANO,39.667
CIAMPINO,FIERA ROMA,32.761
CIAMPINO,FRASCATI,9.663
CIAMPINO,FROSINONE,71.558
CIAMPINO,ISERNIA,173.195
CIAMPINO,LANUVIO,18.58
CIAMPINO,MARINO LAZIALE,8.616
CIAMPINO,PAVONA,9.458
CIAMPINO,ROMA CASILINA,9.664
CIAMPINO,ROMA S PIETRO,19.733
CIAMPINO,ROMA TERMINI,13.921
CIAMPINO,ROMA TIBURTINA,13.973
CIAMPINO,ROMA TUSCOLANA,11.285
CIAMPINO,VELLETRI,27.086
CIAMPINO,VENAFRO,148.185
CIANO D ENZA,BARCO,12.923
CIANO D ENZA,REGGIO EMILIA,26.031
CIANO D ENZA,REGGIO S STEFANO,23.993
CINISI TERRASINI,ALCAMO DIRAMAZIONE,40.11
CINISI TERRASINI,CAMPOBELLO MAZARA,90.331
CINISI TERRASINI,CASTELVETRANO,81.865
CINISI TERRASINI,MARAUSA,142.542
CINISI TERRASINI,MARSALA,125.571
CINISI TERRASINI,MAZARA DEL VALLO,104.541
