mese,tipo_giorno,fascia_oraria,categoria,oltre_5,info_mancante,oltre_30,corse_osservate,cancellate,effettuate,in_ritardo,in_orario,in_anticipo,oltre_60,parzialmente_cancellate,minuti_netti_tot,soppresse,cancellate_tot,minuti_anticipo_tot,oltre_10,minuti_ritardo_tot,oltre_15,ritardo_mediano,p90,p95,ritardo_medio
2026-02,weekend,mattina,ECFR,0,0,0,1,0,0,0,1,0,0,0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
2026-02,weekend,mattina,EXP,0,0,0,3,0,3,0,1,2,0,0,-20.0,0,0,20.0,0,0.0,0,-8.0,-1.5999999999999996,-0.8000000000000007,-6.666666666666667
2026-02,weekend,mattina,FA,9,0,5,38,0,37,9,9,20,4,0,329.0,1,0,127.0,7,456.0,6,-1.5,50.20000000000006,84.29999999999997,8.657894736842104
2026-02,weekend,mattina,FB,1,0,0,8,0,8,1,6,1,0,0,16.0,0,0,2.0,0,18.0,0,1.0,5.499999999999999,7.249999999999997,2.0
2026-02,weekend,mattina,FR,165,0,76,475,6,461,165,113,197,57,0,7964.0,8,6,983.0,113,8947.0,95,1.0,74.80000000000007,114.59999999999992,16.766315789473683
2026-02,weekend,mattina,IC,45,0,12,218,1,209,45,53,120,3,0,338.0,8,1,749.0,27,1087.0,17,-1.0,11.0,30.29999999999996,1.5504587155963303
2026-02,weekend,mattina,ICN,0,0,0,1,0,1,0,0,1,0,0,-27.0,0,0,27.0,0,0.0,0,-27.0,-27.0,-27.0,-27.0
2026-02,weekend,mattina,MET,20,0,2,318,7,302,20,132,166,0,0,0.0,9,7,375.0,6,375.0,2,-1.0,3.0,5.0,0.0
2026-02,weekend,mattina,REG,1084,0,61,9692,170,9180,1084,4224,4384,12,2,6541.0,340,172,11849.0,344,18390.0,198,0.0,5.0,8.0,0.6748865043334709
2026-02,weekend,mattina,,26,0,13,100,1,99,26,66,8,0,0,996.0,0,1,12.0,13,1008.0,13,2.9300000000000006,22.18800000000001,40.02399999999997,9.959999999999996
2026-02,weekend,notte,EC,2,0,1,8,0,8,2,1,5,0,0,57.0,0,0,10.0,2,67.0,1,-1.0,25.099999999999994,38.04999999999998,7.125
2026-02,weekend,notte,EN,5,0,2,6,2,4,5,0,1,0,0,101.0,0,2,6.0,3,107.0,2,9.5,41.5,44.25,16.833333333333332
2026-02,weekend,notte,FA,0,0,0,2,0,2,0,0,2,0,0,-12.0,0,0,12.0,0,0.0,0,-6.0,-3.6,-3.3000000000000007,-6.0
2026-02,weekend,notte,FB,2,0,1,8,0,6,2,1,5,1,2,100.0,0,2,25.0,2,125.0,1,-3.0,41.99999999999999,76.99999999999994,12.5
2026-02,weekend,notte,FR,45,0,23,145,2,141,45,36,64,13,1,1943.0,1,3,358.0,35,2301.0,30,1.0,58.6,102.0,13.4
2026-02,weekend,notte,IC,20,0,6,100,0,92,20,30,50,2,0,222.0,8,0,300.0,16,522.0,9,-0.5,14.0,32.39999999999998,2.22
2026-02,weekend,notte,ICN,0,0,0,17,0,17,0,2,15,0,0,-91.0,0,0,95.0,0,4.0,0,-4.0,-0.1999999999999993,1.3999999999999986,-5.352941176470588
2026-02,weekend,notte,MET,4,0,1,100,1,96,4,29,67,0,0,-60.0,3,1,164.0,2,104.0,2,-1.0,2.0,3.049999999999997,-0.6
2026-02,weekend,notte,NCL,8,0,2,22,1,19,8,3,11,2,0,-204.0,2,1,441.0,7,237.0,7,-6.0,21.800000000000004,61.89999999999997,-9.272727272727272
2026-02,weekend,notte,REG,443,0,23,5076,47,4840,443,2183,2450,3,0,1152.0,189,47,6597.0,153,7749.0,81,0.0,4.0,7.0,0.226950354609929
2026-02,weekend,notte,,0,0,0,54,0,54,0,6,48,0,0,-310.0,0,0,316.0,0,6.0,0,-6.444444444444445,-2.0222222222222213,-1.4000000000000004,-5.7407407407407405
2026-02,weekend,pomeriggio,EC,37,0,3,118,0,108,37,30,51,1,0,276.0,10,0,261.0,20,537.0,8,0.0,12.0,18.299999999999983,2.3389830508474576
2026-02,weekend,pomeriggio,EN,1,0,1,1,0,1,1,0,0,0,0,37.0,0,0,0.0,1,37.0,1,37.0,37.0,37.0,37.0
2026-02,weekend,pomeriggio,EXP,1,0,0,2,0,1,1,1,0,0,0,5.0,1,0,0.0,0,5.0,0,2.5,4.5,4.75,2.5
2026-02,weekend,pomeriggio,FA,4,0,2,30,0,29,4,14,12,0,0,117.0,1,0,35.0,3,152.0,3,1.0,10.000000000000028,31.299999999999986,3.9
2026-02,weekend,pomeriggio,FB,3,0,1,8,0,8,3,0,5,1,0,101.0,0,0,9.0,3,110.0,2,-1.0,35.999999999999986,56.99999999999997,12.625
2026-02,weekend,pomeriggio,FR,154,0,38,455,6,441,154,136,165,22,0,4255.0,8,6,720.0,101,4975.0,67,2.0,22.0,56.59999999999991,9.351648351648352
2026-02,weekend,pomeriggio,IC,38,0,7,171,6,163,38,41,92,4,1,589.0,1,7,455.0,28,1044.0,20,-1.0,18.0,26.5,3.4444444444444446
2026-02,weekend,pomeriggio,ICN,0,0,0,3,0,3,0,0,3,0,0,-32.0,0,0,32.0,0,0.0,0,-2.0,-1.2,-1.1,-10.666666666666666
2026-02,weekend,pomeriggio,MET,17,0,0,389,5,368,17,190,182,0,0,-85.0,16,5,449.0,7,364.0,2,0.0,3.0,4.0,-0.2185089974293059
2026-02,weekend,pomeriggio,REG,1258,0,100,11968,242,10836,1258,5533,5177,21,3,8637.0,887,245,13900.0,443,22537.0,262,0.0,5.0,8.0,0.7216744652406417
2026-02,weekend,pomeriggio,,0,0,0,14,0,14,0,7,7,0,0,-28.0,0,0,42.0,0,14.0,0,-2.0,1.2000000000000004,1.5999999999999996,-2.0
2026-02,weekend,sera,EC,21,0,5,82,0,73,21,24,37,1,0,277.0,9,0,122.0,11,399.0,6,0.0,11.900000000000006,30.85000000000001,3.3780487804878048
2026-02,weekend,sera,ECFR,6,0,0,7,0,7,6,1,0,0,0,63.0,0,0,0.0,3,63.0,1,8.0,13.2,14.099999999999998,9.0
2026-02,weekend,sera,EN,6,0,0,6,0,6,6,0,0,0,0,98.0,0,0,0.0,5,98.0,3,15.5,24.5,24.75,16.333333333333332
2026-02,weekend,sera,EXP,0,0,0,1,0,0,0,1,0,0,0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
2026-02,weekend,sera,FA,4,0,0,14,0,14,4,3,7,0,0,3.0,0,0,43.0,3,46.0,1,-0.5,10.0,11.749999999999998,0.2142857142857142
2026-02,weekend,sera,FB,3,0,1,8,1,7,3,2,3,1,0,163.0,0,1,19.0,3,182.0,1,3.0,54.99999999999997,103.99999999999991,20.375
2026-02,weekend,sera,FR,44,0,10,167,0,163,44,46,77,4,0,613.0,4,0,451.0,28,1064.0,20,0.0,18.0,34.799999999999955,3.6706586826347305
2026-02,weekend,sera,IC,29,0,2,95,0,86,29,28,38,1,3,399.0,6,3,141.0,18,540.0,12,0.0,15.60000000000001,24.89999999999999,4.2
2026-02,weekend,sera,ICN,14,0,3,92,0,92,14,26,52,2,0,82.0,0,0,329.0,9,411.0,7,-1.5,8.800000000000011,22.0,0.8913043478260869
2026-02,weekend,sera,MET,11,0,1,346,5,339,11,175,160,0,0,-75.0,2,5,438.0,3,363.0,3,0.0,3.0,4.0,-0.21676300578034663
2026-02,weekend,sera,NCL,4,0,1,8,0,8,4,0,4,0,0,45.0,0,0,45.0,3,90.0,2,0.5,32.5,37.74999999999999,5.625
2026-02,weekend,sera,REG,1246,0,83,10404,130,10094,1246,4501,4657,20,2,8093.0,178,132,12807.0,375,20900.0,232,0.0,5.0,8.0,0.7778738946559016
2026-02,weekend,sera,,14,0,0,84,0,83,14,30,40,0,0,17.0,1,0,93.0,0,110.0,0,-0.5833333333333335,3.3833333333333333,4.191666666666665,0.20238095238095213
2026-02,weekend,tarda_mattina,EC,38,0,6,137,0,132,38,36,63,2,0,482.0,5,0,243.0,22,725.0,14,0.0,14.800000000000011,23.799999999999955,3.5182481751824817
2026-02,weekend,tarda_mattina,ECFR,6,0,1,6,0,6,6,0,0,0,0,95.0,0,0,0.0,3,95.0,1,9.5,31.0,39.5,15.833333333333334
2026-02,weekend,tarda_mattina,FA,12,0,5,22,0,22,12,8,2,4,0,433.0,0,0,12.0,8,445.0,6,7.0,72.50000000000001,78.69999999999999,19.681818181818183
2026-02,weekend,tarda_mattina,FB,12,0,1,30,0,28,12,10,8,1,1,262.0,1,1,28.0,9,290.0,7,1.5,20.900000000000013,29.0,8.733333333333333
2026-02,weekend,tarda_mattina,FR,174,0,51,406,6,396,174,110,122,40,0,6119.0,4,6,587.0,106,6706.0,86,3.0,56.5,108.5,15.071428571428571
2026-02,weekend,tarda_mattina,IC,64,0,8,253,3,240,64,68,121,3,0,911.0,10,3,638.0,40,1549.0,28,0.0,15.0,22.0,3.600790513833992
2026-02,weekend,tarda_mattina,ICN,1,0,0,9,0,9,1,1,7,0,0,-51.0,0,0,77.0,1,26.0,1,-3.0,7.600000000000004,14.799999999999992,-5.666666666666667
2026-02,weekend,tarda_mattina,IR,1,0,1,1,1,0,1,0,0,0,0,56.0,0,1,0.0,1,56.0,1,56.0,56.0,56.0,56.0
2026-02,weekend,tarda_mattina,MET,30,0,0,453,11,425,30,177,246,0,0,-205.0,17,11,689.0,10,484.0,4,-1.0,3.0,5.0,-0.4525386313465783
2026-02,weekend,tarda_mattina,REG,1212,0,91,13236,244,12011,1212,5979,6045,22,3,6443.0,978,247,16127.0,445,22570.0,275,0.0,4.0,7.0,0.4867784829253551
2026-02,weekend,tarda_mattina,,0,0,0,14,0,14,0,0,14,0,0,-126.0,0,0,126.0,0,0.0,0,-9.0,-9.0,-9.0,-9.0
2026-03,infrasettimanale,mattina,EC,34,0,7,172,0,170,34,40,98,3,0,519.0,2,0,366.0,23,885.0,16,-1.0,13.0,27.44999999999999,3.0174418604651163
2026-03,infrasettimanale,mattina,EXP,0,0,0,1,0,1,0,0,1,0,0,-3.0,0,0,3.0,0,0.0,0,-3.0,-3.0,-3.0,-3.0
2026-03,infrasettimanale,mattina,FA,28,0,4,113,0,113,28,41,44,0,0,379.0,0,0,219.0,17,598.0,15,1.0,16.0,23.39999999999995,3.353982300884956
2026-03,infrasettimanale,mattina,FB,19,0,4,22,0,22,19,3,0,0,0,381.0,0,0,0.0,15,381.0,10,13.0,30.9,34.8,17.318181818181817
2026-03,infrasettimanale,mattina,FR,549,0,76,1460,10,1450,549,479,432,20,0,8281.0,0,10,1914.0,292,10195.0,176,3.0,17.0,30.049999999999955,5.671917808219178
2026-03,infrasettimanale,mattina,IC,178,0,40,594,6,586,178,167,249,15,0,3227.0,2,6,977.0,106,4204.0,73,1.0,17.0,41.35000000000002,5.4326599326599325
2026-03,infrasettimanale,mattina,ICN,0,0,0,3,0,3,0,0,3,0,0,-56.0,0,0,56.0,0,0.0,0,-18.0,-17.2,-17.1,-18.666666666666668
2026-03,infrasettimanale,mattina,MET,79,0,3,985,12,963,79,563,343,0,0,725.0,10,12,896.0,21,1621.0,15,1.0,4.0,6.0,0.7360406091370558
2026-03,infrasettimanale,mattina,NCL,1,0,1,6,0,1,1,5,0,1,0,67.0,5,0,0.0,1,67.0,1,0.0,33.5,50.25,11.166666666666666
2026-03,infrasettimanale,mattina,REG,5882,0,345,38876,470,38048,5882,17693,15301,70,2,55241.0,356,472,41057.0,1968,96298.0,1038,0.0,6.0,10.0,1.4209538018314642
2026-03,infrasettimanale,mattina,,0,0,0,20,0,0,0,20,0,0,0,0.0,20,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
2026-03,infrasettimanale,notte,EC,5,0,2,21,0,21,5,8,8,0,0,114.0,0,0,23.0,4,137.0,3,2.0,18.0,38.0,5.428571428571429
2026-03,infrasettimanale,notte,EN,20,0,4,22,0,22,20,2,0,1,0,462.0,0,0,0.0,14,462.0,9,10.5,45.8,54.55,21.0
2026-03,infrasettimanale,notte,FA,18,0,0,42,0,42,18,20,4,0,0,210.0,0,0,12.0,5,222.0,5,3.0,17.099999999999987,19.95,5.0
2026-03,infrasettimanale,notte,FB,9,0,4,22,0,22,9,7,6,0,0,209.0,0,0,12.0,5,221.0,5,1.5,39.10000000000002,40.95,9.5
2026-03,infrasettimanale,notte,FR,159,0,20,496,1,495,159,132,205,5,0,2174.0,0,1,775.0,93,2949.0,59,1.0,18.0,26.0,4.383064516129032
2026-03,infrasettimanale,notte,IC,71,0,12,242,4,232,71,86,85,4,0,1239.0,6,4,483.0,44,1722.0,34,1.0,17.0,28.0,5.119834710743802
2026-03,infrasettimanale,notte,ICN,11,0,6,54,0,54,11,8,35,4,0,276.0,0,0,186.0,8,462.0,7,-3.0,26.70000000000003,62.04999999999998,5.111111111111111
2026-03,infrasettimanale,notte,MET,14,0,1,351,2,345,14,133,204,0,0,-180.0,4,2,444.0,3,264.0,2,-1.0,2.0,3.0,-0.5128205128205128
2026-03,infrasettimanale,notte,NCL,8,0,3,16,0,8,8,8,0,0,0,177.0,8,0,0.0,4,177.0,4,3.0,39.5,46.5,11.0625
2026-03,infrasettimanale,notte,REG,1620,0,141,16242,139,15978,1620,6988,7634,29,2,10712.0,123,141,20328.0,573,31040.0,363,0.0,4.0,7.0,0.6595246890776998
2026-03,infrasettimanale,notte,,40,0,15,90,0,40,40,50,0,0,0,830.0,50,0,0.0,15,830.0,15,1.666666666666667,24.266666666666666,28.633333333333333,9.22222222222222
2026-03,infrasettimanale,pomeriggio,EC,130,0,22,338,2,326,130,79,129,5,0,2208.0,10,2,484.0,89,2692.0,62,2.0,21.0,34.14999999999998,6.5325443786982245
2026-03,infrasettimanale,pomeriggio,EXP,1,0,1,3,0,3,1,1,1,1,0,62.0,0,0,3.0,1,65.0,1,3.0,50.20000000000001,56.1,20.666666666666668
2026-03,infrasettimanale,pomeriggio,FA,24,0,4,85,0,85,24,26,35,2,0,375.0,0,0,173.0,15,548.0,13,1.0,17.200000000000017,26.399999999999988,4.411764705882353
2026-03,infrasettimanale,pomeriggio,FB,8,0,1,25,0,25,8,14,3,0,0,121.0,0,0,3.0,1,124.0,1,4.0,6.0,7.599999999999994,4.84
2026-03,infrasettimanale,pomeriggio,FR,625,0,77,1306,1,1305,625,338,343,19,0,9483.0,0,1,1661.0,362,11144.0,224,4.0,22.0,33.0,7.261102603369066
2026-03,infrasettimanale,pomeriggio,IC,152,0,26,463,2,456,152,117,194,9,5,2607.0,0,7,752.0,88,3359.0,56,1.0,17.0,30.0,5.630669546436285
2026-03,infrasettimanale,pomeriggio,ICN,8,0,4,40,0,40,8,9,23,1,0,257.0,0,0,138.0,5,395.0,5,-2.5,19.40000000000002,50.19999999999999,6.425
2026-03,infrasettimanale,pomeriggio,MET,94,0,9,1181,18,1155,94,573,514,0,0,705.0,8,18,1327.0,43,2032.0,32,0.0,4.0,7.0,0.5969517358171041
2026-03,infrasettimanale,pomeriggio,NCL,0,0,0,1,0,0,0,1,0,0,0,0.0,1,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
2026-03,infrasettimanale,pomeriggio,REG,6990,0,439,46879,696,45800,6990,21030,18859,85,7,66520.0,376,703,48956.0,2443,115476.0,1423,0.0,6.0,10.0,1.4189722477015294
2026-03,infrasettimanale,pomeriggio,,0,0,0,53,0,53,0,53,0,0,0,107.0,0,0,0.0,0,107.0,0,2.018867924528301,2.8037735849056613,2.901886792452832,2.018867924528301
2026-03,infrasettimanale,sera,EC,79,0,4,233,0,229,79,74,80,0,0,860.0,4,0,219.0,41,1079.0,15,2.0,12.0,16.399999999999977,3.6909871244635193
2026-03,infrasettimanale,sera,ECFR,15,0,4,22,0,22,15,2,5,1,0,326.0,0,0,11.0,10,337.0,7,9.0,42.00000000000002,55.35,14.818181818181818
2026-03,infrasettimanale,sera,EN,18,0,3,20,0,20,18,0,2,0,0,388.0,0,0,15.0,17,403.0,14,23.0,30.300000000000004,33.400000000000006,19.4
2026-03,infrasettimanale,sera,EXP,2,0,0,4,0,4,2,1,1,0,0,17.0,0,0,1.0,1,18.0,0,4.0,8.8,9.4,4.25
2026-03,infrasettimanale,sera,FA,6,0,0,22,0,22,6,8,8,0,0,66.0,0,0,35.0,3,101.0,3,1.0,14.400000000000013,19.75,3.0
2026-03,infrasettimanale,sera,FB,5,0,0,18,0,18,5,10,3,0,0,45.0,0,0,4.0,0,49.0,0,1.5,6.0,6.149999999999999,2.5
2026-03,infrasettimanale,sera,FR,173,0,15,470,0,470,173,96,201,3,0,1977.0,0,0,949.0,88,2926.0,47,1.0,14.100000000000025,25.0,4.206382978723404
2026-03,infrasettimanale,sera,IC,80,0,15,269,4,265,80,67,122,5,0,1121.0,0,4,605.0,32,1726.0,21,0.0,12.0,31.199999999999992,4.16728624535316
2026-03,infrasettimanale,sera,ICN,66,0,18,283,0,283,66,56,161,6,0,711.0,0,0,1036.0,37,1747.0,28,-1.0,13.600000000000025,44.0,2.512367491166078
2026-03,infrasettimanale,sera,MET,99,0,7,1088,25,1050,99,541,448,0,0,700.0,13,25,1293.0,45,1993.0,27,0.0,4.0,8.0,0.6433823529411765
2026-03,infrasettimanale,sera,NCL,11,0,5,34,0,20,11,19,4,3,0,355.0,14,0,75.0,10,430.0,8,0.0,33.8,78.19999999999997,10.441176470588236
2026-03,infrasettimanale,sera,REG,6442,0,449,37157,387,36448,6442,15861,14854,100,5,63418.0,317,392,41729.0,2306,105147.0,1277,1.0,7.0,11.0,1.7067578114487176
2026-03,infrasettimanale,tarda_mattina,EC,79,0,10,310,2,303,79,83,148,5,0,1445.0,5,2,373.0,47,1818.0,33,0.0,17.0,23.0,4.661290322580645
2026-03,infrasettimanale,tarda_mattina,ECFR,2,0,0,22,0,22,2,0,20,0,0,-140.0,0,0,167.0,2,27.0,1,-8.5,-2.099999999999998,11.29999999999999,-6.363636363636363
2026-03,infrasettimanale,tarda_mattina,EXP,4,0,0,6,1,4,4,2,0,0,0,71.0,1,1,0.0,3,71.0,3,12.0,23.5,24.25,11.833333333333334
2026-03,infrasettimanale,tarda_mattina,FA,22,0,2,43,0,43,22,8,13,0,0,216.0,0,0,72.0,10,288.0,5,5.0,16.200000000000017,21.9,5.023255813953488
2026-03,infrasettimanale,tarda_mattina,FB,20,0,2,85,0,85,20,48,17,0,0,313.0,0,0,41.0,11,354.0,6,2.0,10.0,17.599999999999994,3.6823529411764704
2026-03,infrasettimanale,tarda_mattina,FR,569,0,92,1363,5,1358,569,399,395,26,0,9391.0,0,5,1576.0,327,10967.0,210,3.0,22.0,34.0,6.889948642699927
2026-03,infrasettimanale,tarda_mattina,IC,204,0,36,616,4,602,204,163,249,13,1,3720.0,9,5,1128.0,124,4848.0,90,1.0,20.5,34.25,6.038961038961039
2026-03,infrasettimanale,tarda_mattina,ICN,3,0,2,41,0,41,3,6,32,2,0,-45.0,0,0,218.0,3,173.0,2,-5.0,3.0,13.0,-1.0975609756097562
2026-03,infrasettimanale,tarda_mattina,MET,98,0,6,1372,24,1340,98,650,624,0,0,410.0,8,24,1570.0,33,1980.0,22,0.0,3.0,6.0,0.2988338192419825
2026-03,infrasettimanale,tarda_mattina,NCL,0,0,0,4,0,0,0,4,0,0,0,0.0,4,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
2026-03,infrasettimanale,tarda_mattina,REG,5478,0,349,48859,619,47914,5478,21822,21559,63,0,41087.0,326,619,55149.0,1779,96236.0,1003,0.0,5.0,8.0,0.8409300231277759
2026-03,infrasettimanale,tarda_mattina,,0,0,0,6,0,0,0,6,0,0,0,0.0,6,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
2026-03,weekend,mattina,EC,6,0,1,58,0,54,6,17,35,0,0,-20.0,4,0,109.0,2,89.0,1,-1.0,3.6000000000000085,7.0,-0.3448275862068966
2026-03,weekend,mattina,EXP,0,0,0,1,0,1,0,0,1,0,0,-21.0,0,0,21.0,0,0.0,0,-21.0,-21.0,-21.0,-21.0
2026-03,weekend,mattina,FA,13,0,2,39,0,39,13,4,22,1,0,103.0,0,0,104.0,5,207.0,4,-1.0,11.600000000000025,21.50000000000002,2.641025641025641
2026-03,weekend,mattina,FB,5,0,0,9,0,9,5,4,0,0,0,60.0,0,0,0.0,3,60.0,0,5.0,11.6,12.8,6.666666666666667
2026-03,weekend,mattina,FR,114,0,19,527,1,526,114,169,244,6,0,1229.0,0,1,1174.0,60,2403.0,37,0.0,11.0,21.69999999999999,2.332068311195446
2026-03,weekend,mattina,IC,62,0,9,258,1,253,62,62,134,3,0,492.0,4,1,672.0,32,1164.0,21,-1.0,13.0,22.44999999999993,1.9069767441860463
2026-03,weekend,mattina,ICN,0,0,0,1,0,1,0,0,1,0,0,-28.0,0,0,28.0,0,0.0,0,-28.0,-28.0,-28.0,-28.0
2026-03,weekend,mattina,MET,9,0,0,368,4,359,9,197,162,0,0,-81.0,5,4,398.0,2,317.0,1,0.0,2.0,3.0,-0.2201086956521738
2026-03,weekend,mattina,REG,876,0,50,10454,60,10346,876,4359,5219,15,1,2482.0,47,61,14321.0,279,16803.0,154,0.0,4.0,6.0,0.2374210828391046
2026-03,weekend,mattina,,0,0,0,31,0,31,0,0,31,0,0,-434.0,0,0,434.0,0,0.0,0,-14.0,-14.0,-14.0,-14.0
2026-03,weekend,notte,EC,5,0,1,10,1,9,5,0,5,0,0,70.0,0,1,13.0,3,83.0,3,2.5,22.9,26.94999999999999,7.0
2026-03,weekend,notte,EN,3,0,1,6,4,2,3,1,2,1,0,116.0,0,4,8.0,3,124.0,3,9.5,52.5,67.75,19.33333333333333
2026-03,weekend,notte,EXP,1,0,1,1,1,0,1,0,0,1,0,140.0,0,1,0.0,1,140.0,1,140.0,140.0,140.0,140.0
2026-03,weekend,notte,FA,0,0,0,4,0,4,0,2,2,0,0,-1.0,0,0,5.0,0,4.0,0,0.0,2.0,2.0,-0.25
2026-03,weekend,notte,FB,2,0,1,9,0,9,2,6,1,1,0,93.0,0,0,4.0,2,97.0,1,3.0,23.400000000000013,48.19999999999997,10.333333333333334
2026-03,weekend,notte,FR,27,0,4,156,0,156,27,46,83,0,0,87.0,0,0,469.0,15,556.0,10,-1.0,9.0,20.0,0.5576923076923077
2026-03,weekend,notte,IC,19,0,4,101,1,99,19,20,62,3,0,429.0,1,1,359.0,16,788.0,9,-3.0,11.0,21.0,4.247524752475248
2026-03,weekend,notte,ICN,3,0,1,23,0,23,3,3,17,0,0,-16.0,0,0,106.0,2,90.0,2,-5.0,6.400000000000002,16.899999999999984,-0.6956521739130435
2026-03,weekend,notte,IR,0,0,0,2,1,1,0,1,1,0,0,-1.0,0,1,1.0,0,0.0,0,-0.5,-0.0999999999999999,-0.05,-0.5
2026-03,weekend,notte,MET,4,0,0,132,0,131,4,37,91,0,0,-137.0,1,0,215.0,1,78.0,0,-1.5,2.0,3.4499999999999886,-1.0378787878787878
2026-03,weekend,notte,NCL,10,0,10,15,0,10,10,5,0,10,0,1129.0,5,0,0.0,10,1129.0,10,73.0,155.6,163.29999999999998,75.26666666666667
2026-03,weekend,notte,REG,348,0,26,4626,27,4579,348,1842,2436,4,0,-408.0,20,27,7019.0,106,6611.0,66,-1.0,4.0,6.0,-0.0881971465629053
2026-03,weekend,notte,,34,0,9,59,0,34,34,25,0,0,0,447.0,25,0,0.0,9,447.0,9,4.372881355932203,15.55932203389831,16.957627118644066,7.576271186440679
2026-03,weekend,pomeriggio,EC,36,0,5,120,3,116,36,33,51,1,0,550.0,1,3,190.0,24,740.0,13,1.0,16.200000000000017,29.0,4.583333333333333
2026-03,weekend,pomeriggio,EXP,0,0,0,1,0,1,0,0,1,0,0,-5.0,0,0,5.0,0,0.0,0,-5.0,-5.0,-5.0,-5.0
2026-03,weekend,pomeriggio,FA,5,0,1,26,0,26,5,6,15,0,0,36.0,0,0,62.0,2,98.0,2,-2.0,8.0,18.5,1.3846153846153846
2026-03,weekend,pomeriggio,FB,4,0,0,14,0,14,4,7,3,0,0,50.0,0,0,12.0,2,62.0,2,2.0,14.100000000000014,18.7,3.571428571428572
2026-03,weekend,pomeriggio,FR,147,0,17,531,1,530,147,198,186,4,0,1593.0,0,1,969.0,69,2562.0,41,2.0,11.0,21.0,3.0
2026-03,weekend,pomeriggio,IC,58,0,5,208,3,205,58,46,104,0,0,376.0,0,3,501.0,35,877.0,15,-0.5,13.0,21.649999999999977,1.807692307692308
2026-03,weekend,pomeriggio,ICN,2,0,1,9,0,9,2,4,3,0,0,33.0,0,0,13.0,1,46.0,1,2.0,10.400000000000006,21.19999999999999,3.6666666666666665
2026-03,weekend,pomeriggio,MET,32,0,3,471,9,460,32,232,207,0,0,176.0,2,9,523.0,14,699.0,10,0.0,3.0,5.0,0.3736730360934182
2026-03,weekend,pomeriggio,NCL,1,0,1,2,0,2,1,0,1,0,0,41.0,0,0,2.0,1,43.0,1,20.5,38.5,40.75,20.5
2026-03,weekend,pomeriggio,REG,1362,0,95,13319,126,13116,1362,5672,6285,24,2,7974.0,75,128,17253.0,498,25227.0,288,0.0,5.0,7.0,0.5986935956152865
2026-03,weekend,pomeriggio,,28,0,0,74,0,74,28,28,18,0,0,197.0,0,0,72.0,0,269.0,0,0.9324324324324325,8.13783783783784,8.481081081081083,2.6621621621621623
2026-03,weekend,sera,EC,18,0,4,86,0,83,18,23,45,1,0,187.0,3,0,147.0,9,334.0,5,-1.0,9.5,16.0,2.1744186046511627
2026-03,weekend,sera,ECFR,3,0,1,7,0,7,3,1,3,0,0,84.0,0,0,8.0,3,92.0,3,4.0,31.600000000000005,41.799999999999976,12.0
2026-03,weekend,sera,EN,6,0,2,7,0,7,6,1,0,0,0,161.0,0,0,0.0,6,161.0,6,28.0,31.4,31.7,23.0
2026-03,weekend,sera,FA,2,0,0,10,0,10,2,2,6,0,0,-32.0,0,0,66.0,1,34.0,1,-4.5,10.199999999999996,15.599999999999989,-3.2
2026-03,weekend,sera,FB,3,0,0,8,0,8,3,5,0,0,0,34.0,0,0,0.0,0,34.0,0,3.5,7.0,7.0,4.25
2026-03,weekend,sera,FR,49,0,6,180,0,180,49,46,85,0,0,365.0,0,0,464.0,28,829.0,18,0.0,13.19999999999999,24.049999999999986,2.0277777777777777
2026-03,weekend,sera,IC,38,0,7,137,1,134,38,38,61,1,1,422.0,1,2,347.0,22,769.0,13,0.0,13.0,27.799999999999898,3.08029197080292
2026-03,weekend,sera,ICN,28,0,11,122,0,122,28,22,72,6,0,546.0,0,0,575.0,21,1121.0,20,-2.0,20.90000000000001,51.849999999999966,4.475409836065574
2026-03,weekend,sera,MET,23,0,1,416,7,409,23,226,167,0,0,37.0,0,7,471.0,6,508.0,2,0.0,3.0,5.0,0.0889423076923077
2026-03,weekend,sera,NCL,0,0,0,8,0,0,0,8,0,0,0,0.0,8,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
2026-03,weekend,sera,REG,1339,0,79,11284,85,11130,1339,4831,5114,14,0,8780.0,69,85,13968.0,435,22748.0,256,0.0,5.0,8.0,0.7780928748670685
2026-03,weekend,tarda_mattina,EC,35,0,9,147,0,145,35,33,79,2,0,541.0,2,0,271.0,21,812.0,16,-1.0,16.0,39.49999999999994,3.680272108843537
2026-03,weekend,tarda_mattina,ECFR,2,0,1,6,0,6,2,2,2,1,0,112.0,0,0,5.0,2,117.0,2,1.0,57.5,75.25,18.666666666666668
2026-03,weekend,tarda_mattina,EXP,1,0,0,1,0,1,1,0,0,0,0,13.0,0,0,0.0,1,13.0,0,13.0,13.0,13.0,13.0
2026-03,weekend,tarda_mattina,FA,3,0,0,18,0,18,3,7,8,0,0,-15.0,0,0,62.0,2,47.0,1,0.0,6.500000000000004,11.949999999999982,-0.8333333333333334
2026-03,weekend,tarda_mattina,FB,5,0,0,31,0,31,5,12,14,0,0,15.0,0,0,43.0,1,58.0,0,0.0,6.0,7.5,0.4838709677419355
